team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,2013-02-28,240,33,85,4,11,12,21,12,35,16,5,8,12,24
CHICAGO BULLS,2013-02-28,240,32,83,3,14,26,33,15,38,19,6,15,11,12
LOS ANGELES CLIPPERS,2013-02-28,240,39,80,4,23,17,21,9,27,18,8,6,11,26
INDIANA PACERS,2013-02-28,240,32,75,9,25,18,25,14,26,18,6,4,20,22
MINNESOTA TIMBERWOLVES,2013-02-28,240,37,81,7,21,13,15,6,29,26,9,6,12,19
LOS ANGELES LAKERS,2013-02-28,240,44,83,16,32,12,21,13,36,30,7,6,14,20
GOLDEN STATE WARRIORS,2013-03-01,240,32,94,5,23,17,22,13,41,17,6,1,11,24
BOSTON CELTICS,2013-03-01,240,36,75,3,15,19,28,2,42,24,6,5,17,20
DALLAS MAVERICKS,2013-03-01,240,39,78,9,21,11,14,5,26,18,13,6,13,18
BROOKLYN NETS,2013-03-01,240,36,78,7,23,11,14,9,35,18,8,1,19,16
LOS ANGELES CLIPPERS,2013-03-01,240,43,83,7,25,12,20,11,28,26,10,9,10,20
CLEVELAND CAVALIERS,2013-03-01,240,33,74,5,16,18,28,11,21,18,5,2,16,23
OKLAHOMA CITY THUNDER,2013-03-01,240,36,83,7,20,24,34,10,40,19,7,12,19,18
DENVER NUGGETS,2013-03-01,240,43,95,7,21,12,17,10,33,26,14,7,14,23
MEMPHIS GRIZZLIES,2013-03-01,240,33,77,4,13,21,27,10,28,23,4,3,12,24
MIAMI HEAT,2013-03-01,240,34,73,10,19,20,27,5,30,26,7,3,7,19
DETROIT PISTONS,2013-03-01,240,39,78,7,19,10,16,11,29,26,6,3,14,21
NEW ORLEANS HORNETS,2013-03-01,240,35,81,7,20,23,31,18,29,17,5,7,11,16
HOUSTON ROCKETS,2013-03-01,240,42,77,15,32,19,28,9,25,28,8,1,12,16
ORLANDO MAGIC,2013-03-01,240,44,78,9,22,13,16,6,25,30,8,1,14,21
ATLANTA HAWKS,2013-03-01,240,31,73,8,23,17,22,8,35,21,9,6,20,19
PHOENIX SUNS,2013-03-01,240,36,81,10,22,10,12,7,31,16,9,3,17,17
SACRAMENTO KINGS,2013-03-01,240,39,85,7,21,17,19,5,23,20,14,2,19,18
SAN ANTONIO SPURS,2013-03-01,240,51,84,9,20,19,23,9,34,41,12,6,19,15
INDIANA PACERS,2013-03-01,240,34,70,7,20,18,22,10,33,20,7,4,19,24
TORONTO RAPTORS,2013-03-01,240,29,72,3,11,20,25,8,22,12,9,6,13,25
CHARLOTTE BOBCATS,2013-03-01,240,28,81,5,18,7,12,8,16,16,10,6,12,20
UTAH JAZZ,2013-03-01,240,38,78,5,16,17,23,20,42,23,8,8,22,20
NEW YORK KNICKS,2013-03-01,240,35,81,8,28,18,21,9,32,18,8,3,12,23
WASHINGTON WIZARDS,2013-03-01,240,31,74,7,16,19,29,11,33,19,7,4,13,18
BROOKLYN NETS,2013-03-02,240,32,72,5,15,16,23,8,26,19,12,4,21,20
CHICAGO BULLS,2013-03-02,240,38,73,6,15,14,14,6,28,25,11,7,19,24
TORONTO RAPTORS,2013-03-02,265,46,100,8,22,14,18,13,29,28,9,3,16,26
MILWAUKEE BUCKS,2013-03-02,265,46,92,5,14,25,30,13,35,32,8,7,14,20
GOLDEN STATE WARRIORS,2013-03-02,240,36,86,10,26,15,19,11,24,22,14,3,19,14
PHILADELPHIA 76ERS,2013-03-02,240,44,85,12,18,4,9,11,37,29,9,5,23,18
MINNESOTA TIMBERWOLVES,2013-03-02,240,34,87,1,12,25,36,14,33,19,8,5,8,17
PORTLAND TRAIL BLAZERS,2013-03-02,240,44,90,7,20,14,22,17,38,32,4,7,13,30
DALLAS MAVERICKS,2013-03-03,240,38,80,12,27,15,24,9,23,19,8,3,18,33
HOUSTON ROCKETS,2013-03-03,240,46,80,14,34,30,40,10,35,30,13,0,13,21
CHICAGO BULLS,2013-03-03,240,35,81,8,19,14,18,8,26,25,9,5,11,27
INDIANA PACERS,2013-03-03,240,33,71,6,13,25,33,10,32,19,10,6,14,21
OKLAHOMA CITY THUNDER,2013-03-03,240,38,80,7,21,25,34,14,24,23,12,5,13,22
LOS ANGELES CLIPPERS,2013-03-03,240,38,82,9,24,19,22,13,28,22,9,2,20,26
ATLANTA HAWKS,2013-03-03,240,41,82,8,22,8,15,3,33,34,13,8,14,19
LOS ANGELES LAKERS,2013-03-03,240,38,78,10,21,13,18,7,36,21,9,1,21,19
MIAMI HEAT,2013-03-03,240,39,84,8,20,13,19,10,31,20,10,4,14,20
NEW YORK KNICKS,2013-03-03,240,32,74,8,29,21,26,9,31,18,9,4,17,19
MEMPHIS GRIZZLIES,2013-03-03,240,44,83,11,24,9,15,14,28,31,8,5,13,19
ORLANDO MAGIC,2013-03-03,240,29,73,2,15,22,26,12,25,19,6,4,14,14
CHARLOTTE BOBCATS,2013-03-03,240,28,77,6,23,21,27,4,27,20,6,3,13,18
SACRAMENTO KINGS,2013-03-03,240,42,90,13,33,22,27,18,42,26,8,4,18,23
DETROIT PISTONS,2013-03-03,240,28,86,6,19,13,18,13,33,17,4,1,19,23
SAN ANTONIO SPURS,2013-03-03,240,45,89,9,20,15,20,8,41,35,12,9,11,18
PHILADELPHIA 76ERS,2013-03-03,240,33,85,6,19,15,20,9,33,20,8,3,9,19
WASHINGTON WIZARDS,2013-03-03,240,34,80,6,15,16,21,13,37,23,2,7,16,20
NEW YORK KNICKS,2013-03-04,240,36,78,12,30,18,21,12,28,23,9,5,16,18
CLEVELAND CAVALIERS,2013-03-04,240,37,73,6,20,17,24,6,25,25,9,2,14,18
ATLANTA HAWKS,2013-03-04,240,36,89,7,24,9,11,10,25,20,4,8,15,11
DENVER NUGGETS,2013-03-04,240,46,86,5,15,7,9,12,36,30,10,6,17,19
TORONTO RAPTORS,2013-03-04,240,41,94,9,26,27,35,19,28,16,6,5,13,26
GOLDEN STATE WARRIORS,2013-03-04,240,47,82,8,17,23,28,6,32,33,3,4,14,27
UTAH JAZZ,2013-03-04,265,40,99,4,13,24,31,23,36,18,14,2,21,17
MILWAUKEE BUCKS,2013-03-04,265,45,95,10,24,9,13,12,30,29,13,10,17,23
MIAMI HEAT,2013-03-04,240,38,74,5,21,16,19,9,39,22,11,5,23,15
MINNESOTA TIMBERWOLVES,2013-03-04,240,33,88,5,20,10,15,15,24,23,14,3,18,18
ORLANDO MAGIC,2013-03-04,240,43,87,7,21,12,16,11,29,26,8,3,8,20
NEW ORLEANS HORNETS,2013-03-04,240,37,80,8,21,20,26,11,29,21,1,10,11,21
CHARLOTTE BOBCATS,2013-03-04,240,45,97,1,10,14,18,21,23,21,5,2,8,16
PORTLAND TRAIL BLAZERS,2013-03-04,240,49,82,12,24,12,17,11,30,29,3,9,11,16
LOS ANGELES LAKERS,2013-03-05,240,31,77,12,29,31,40,16,30,11,0,1,16,21
OKLAHOMA CITY THUNDER,2013-03-05,240,46,96,8,23,22,24,14,28,20,10,5,2,27
BOSTON CELTICS,2013-03-05,240,42,83,11,19,14,16,12,37,34,7,5,22,16
PHILADELPHIA 76ERS,2013-03-05,240,41,100,5,21,14,18,19,26,24,14,3,14,18
DENVER NUGGETS,2013-03-05,240,46,85,8,16,20,32,13,27,30,12,6,12,26
SACRAMENTO KINGS,2013-03-05,240,39,85,12,31,23,28,14,29,23,5,7,17,23
PHILADELPHIA 76ERS,2013-03-06,240,37,86,6,17,16,21,15,33,30,8,2,14,15
ATLANTA HAWKS,2013-03-06,240,43,80,11,24,10,17,7,31,28,5,5,14,17
BROOKLYN NETS,2013-03-06,240,34,67,13,27,18,22,6,43,23,7,10,24,16
CHARLOTTE BOBCATS,2013-03-06,240,32,84,4,18,10,15,6,23,21,8,3,12,21
UTAH JAZZ,2013-03-06,240,38,87,9,19,16,19,8,30,26,7,11,15,23
CLEVELAND CAVALIERS,2013-03-06,240,37,90,7,16,23,29,16,33,23,6,12,11,18
HOUSTON ROCKETS,2013-03-06,240,35,78,12,32,26,33,8,32,22,5,5,12,18
DALLAS MAVERICKS,2013-03-06,240,45,83,11,26,11,14,5,28,35,5,3,11,22
NEW YORK KNICKS,2013-03-06,240,31,75,13,35,12,15,14,34,23,11,5,20,15
DETROIT PISTONS,2013-03-06,240,32,74,7,20,6,10,8,28,23,8,6,20,14
SACRAMENTO KINGS,2013-03-06,240,33,83,8,24,9,12,6,34,28,12,4,14,24
GOLDEN STATE WARRIORS,2013-03-06,240,27,75,8,23,25,29,6,40,19,9,4,17,14
BOSTON CELTICS,2013-03-06,240,34,83,7,17,8,9,9,38,18,9,8,13,19
INDIANA PACERS,2013-03-06,240,32,88,6,27,11,14,16,34,12,9,11,14,13
MILWAUKEE BUCKS,2013-03-06,240,38,79,13,29,12,15,5,29,29,6,1,13,14
LOS ANGELES CLIPPERS,2013-03-06,240,47,87,12,29,11,14,9,33,33,10,9,10,15
PORTLAND TRAIL BLAZERS,2013-03-06,240,31,76,6,20,17,28,7,31,19,6,4,9,18
MEMPHIS GRIZZLIES,2013-03-06,240,38,87,4,12,11,18,16,36,20,5,6,9,22
ORLANDO MAGIC,2013-03-06,240,40,89,6,28,10,12,15,30,26,10,3,17,30
MIAMI HEAT,2013-03-06,240,32,74,6,28,27,31,7,26,20,11,7,14,17
WASHINGTON WIZARDS,2013-03-06,240,29,65,6,19,18,22,6,38,17,6,5,24,29
MINNESOTA TIMBERWOLVES,2013-03-06,240,31,76,4,14,21,31,9,25,16,11,1,14,14
LOS ANGELES LAKERS,2013-03-06,240,38,78,11,28,21,29,6,30,26,9,6,11,17
NEW ORLEANS HORNETS,2013-03-06,240,38,88,9,24,17,20,15,37,24,5,8,17,23
TORONTO RAPTORS,2013-03-06,240,37,77,11,24,13,15,7,33,24,11,4,21,17
PHOENIX SUNS,2013-03-06,240,28,74,7,23,8,15,11,29,21,11,3,28,18
CHICAGO BULLS,2013-03-06,240,33,90,9,20,8,8,14,27,23,9,5,8,15
SAN ANTONIO SPURS,2013-03-06,240,40,74,8,14,13,18,5,42,22,7,7,12,9
LOS ANGELES CLIPPERS,2013-03-07,240,36,85,7,22,13,16,10,26,21,5,3,11,17
DENVER NUGGETS,2013-03-07,240,43,77,11,23,10,12,7,31,33,7,10,11,17
OKLAHOMA CITY THUNDER,2013-03-07,240,31,70,8,21,25,29,7,35,16,8,8,16,17
NEW YORK KNICKS,2013-03-07,240,35,86,10,31,14,14,12,26,10,10,3,13,21
ATLANTA HAWKS,2013-03-08,265,40,88,9,27,13,17,10,31,32,7,3,14,17
BOSTON CELTICS,2013-03-08,265,40,78,10,20,17,20,2,33,23,9,3,15,17
WASHINGTON WIZARDS,2013-03-08,240,32,90,3,17,11,17,14,30,18,10,8,11,28
BROOKLYN NETS,2013-03-08,240,32,81,12,27,19,33,18,43,14,4,2,18,19
OKLAHOMA CITY THUNDER,2013-03-08,240,46,81,12,24,12,16,12,37,28,5,8,11,19
CHARLOTTE BOBCATS,2013-03-08,240,35,85,7,23,17,25,14,23,25,3,6,8,15
UTAH JAZZ,2013-03-08,240,37,81,2,10,12,18,17,29,18,6,11,14,22
CHICAGO BULLS,2013-03-08,240,30,81,4,17,25,30,21,29,19,8,1,11,16
MEMPHIS GRIZZLIES,2013-03-08,240,45,86,4,11,9,11,9,28,30,10,6,12,15
CLEVELAND CAVALIERS,2013-03-08,240,33,72,6,14,20,26,7,26,19,5,7,15,17
DALLAS MAVERICKS,2013-03-08,240,41,78,11,22,9,15,4,37,29,6,5,12,15
DETROIT PISTONS,2013-03-08,240,39,96,9,30,12,19,18,34,19,7,3,10,20
HOUSTON ROCKETS,2013-03-08,240,27,74,15,35,25,34,7,38,21,11,2,12,17
GOLDEN STATE WARRIORS,2013-03-08,240,33,87,9,21,13,20,12,39,18,6,4,16,25
TORONTO RAPTORS,2013-03-08,265,48,93,8,22,12,16,7,36,32,8,6,17,27
LOS ANGELES LAKERS,2013-03-08,265,39,91,14,39,26,36,14,33,23,10,5,13,14
PHILADELPHIA 76ERS,2013-03-08,240,37,77,10,21,9,11,6,27,22,10,3,15,20
MIAMI HEAT,2013-03-08,240,42,79,8,21,10,13,10,29,23,10,7,15,9
INDIANA PACERS,2013-03-08,240,43,83,11,19,18,23,13,32,33,5,9,12,19
ORLANDO MAGIC,2013-03-08,240,32,82,5,15,17,19,12,26,16,8,5,20,22
PHOENIX SUNS,2013-03-08,240,43,90,7,23,19,23,12,26,33,9,6,13,17
SACRAMENTO KINGS,2013-03-08,240,45,82,13,27,18,21,6,32,30,8,4,15,21
PORTLAND TRAIL BLAZERS,2013-03-08,240,53,86,13,21,17,21,8,30,27,8,6,10,17
SAN ANTONIO SPURS,2013-03-08,240,44,84,6,19,12,15,7,22,22,5,3,12,17
BROOKLYN NETS,2013-03-09,240,36,83,6,23,15,22,9,34,20,12,6,9,15
ATLANTA HAWKS,2013-03-09,240,32,77,5,18,11,16,13,31,20,3,2,17,20
MINNESOTA TIMBERWOLVES,2013-03-09,240,35,84,5,18,13,19,10,30,23,5,7,22,21
DENVER NUGGETS,2013-03-09,240,42,78,9,17,18,22,6,37,23,13,8,19,21
MILWAUKEE BUCKS,2013-03-09,240,38,78,13,28,14,19,6,36,29,8,5,15,20
GOLDEN STATE WARRIORS,2013-03-09,240,37,82,6,15,13,20,12,35,21,4,1,17,21
NEW ORLEANS HORNETS,2013-03-09,240,34,79,2,12,15,17,11,31,17,4,1,12,19
MEMPHIS GRIZZLIES,2013-03-09,240,38,81,4,13,16,20,14,29,21,7,11,10,16
UTAH JAZZ,2013-03-09,240,30,78,8,26,16,21,11,29,13,4,2,19,23
NEW YORK KNICKS,2013-03-09,240,38,75,13,32,24,30,8,31,21,11,3,12,19
HOUSTON ROCKETS,2013-03-09,240,37,86,19,41,12,18,15,24,22,10,5,19,24
PHOENIX SUNS,2013-03-09,240,37,82,8,18,25,39,17,30,18,13,4,16,20
CHARLOTTE BOBCATS,2013-03-09,240,32,79,5,15,18,23,7,25,19,8,2,12,21
WASHINGTON WIZARDS,2013-03-09,240,35,70,10,18,24,32,9,36,23,6,5,16,26
DETROIT PISTONS,2013-03-10,240,30,64,11,23,26,42,9,19,25,5,4,14,21
LOS ANGELES CLIPPERS,2013-03-10,240,50,80,14,28,15,25,6,29,37,13,4,9,28
CHICAGO BULLS,2013-03-10,240,33,89,4,16,11,12,18,28,17,8,4,13,17
LOS ANGELES LAKERS,2013-03-10,240,39,86,5,26,7,14,19,31,21,5,9,13,16
INDIANA PACERS,2013-03-10,240,26,63,10,27,29,34,6,27,14,8,1,16,23
MIAMI HEAT,2013-03-10,240,38,68,7,14,22,31,4,24,20,10,5,12,29
DALLAS MAVERICKS,2013-03-10,240,42,92,8,21,8,10,15,44,27,7,5,12,15
MINNESOTA TIMBERWOLVES,2013-03-10,240,32,88,2,18,11,14,8,32,21,6,4,9,18
PORTLAND TRAIL BLAZERS,2013-03-10,240,37,76,11,25,11,12,6,24,20,8,1,11,10
NEW ORLEANS HORNETS,2013-03-10,240,40,86,11,20,7,9,19,29,25,9,4,13,11
BOSTON CELTICS,2013-03-10,240,29,77,7,20,14,20,10,34,17,5,5,18,23
OKLAHOMA CITY THUNDER,2013-03-10,240,30,68,4,16,27,33,3,38,21,9,6,14,22
PHILADELPHIA 76ERS,2013-03-10,240,40,86,5,12,6,10,8,30,26,9,6,12,13
ORLANDO MAGIC,2013-03-10,240,41,83,12,27,5,7,5,36,28,4,9,16,14
MILWAUKEE BUCKS,2013-03-10,240,40,87,7,19,28,38,11,33,22,6,8,9,24
SACRAMENTO KINGS,2013-03-10,240,44,94,6,22,19,25,10,33,23,7,3,10,25
CLEVELAND CAVALIERS,2013-03-10,240,36,86,7,21,17,27,10,35,20,6,2,13,29
TORONTO RAPTORS,2013-03-10,240,33,84,8,23,26,34,9,38,22,9,5,11,22
NEW YORK KNICKS,2013-03-11,240,20,73,5,27,18,28,11,31,12,7,2,13,27
GOLDEN STATE WARRIORS,2013-03-11,240,32,78,11,20,17,24,13,46,16,7,4,14,25
BROOKLYN NETS,2013-03-11,240,40,81,6,19,11,16,11,29,28,3,3,11,19
PHILADELPHIA 76ERS,2013-03-11,240,40,76,8,15,18,27,9,26,31,5,4,6,15
DENVER NUGGETS,2013-03-11,240,44,86,3,12,17,25,14,31,25,12,2,14,16
PHOENIX SUNS,2013-03-11,240,35,84,6,20,17,22,12,31,25,11,5,18,21
OKLAHOMA CITY THUNDER,2013-03-11,240,33,77,6,17,21,24,13,30,16,5,7,17,18
SAN ANTONIO SPURS,2013-03-11,240,43,82,8,21,11,14,9,26,25,7,1,12,20
DETROIT PISTONS,2013-03-11,240,34,80,7,20,15,18,6,24,14,5,5,7,15
UTAH JAZZ,2013-03-11,240,42,81,6,16,13,15,11,36,26,5,9,11,14
NEW ORLEANS HORNETS,2013-03-12,240,40,78,5,16,13,15,11,20,23,6,9,13,25
BROOKLYN NETS,2013-03-12,240,40,80,5,16,23,31,19,23,17,8,4,9,14
BOSTON CELTICS,2013-03-12,240,27,66,4,13,16,25,6,23,15,4,4,13,21
CHARLOTTE BOBCATS,2013-03-12,240,35,77,6,17,24,30,16,32,20,8,3,10,18
WASHINGTON WIZARDS,2013-03-12,240,31,76,5,17,23,28,11,35,20,4,5,14,22
CLEVELAND CAVALIERS,2013-03-12,240,34,83,8,26,19,25,14,34,24,8,2,11,25
ATLANTA HAWKS,2013-03-12,240,33,78,5,22,10,14,10,33,19,11,1,22,25
MIAMI HEAT,2013-03-12,240,35,82,6,20,22,30,14,31,27,14,4,14,14
DALLAS MAVERICKS,2013-03-12,240,41,82,11,29,22,27,3,38,23,5,5,9,19
MILWAUKEE BUCKS,2013-03-12,240,43,89,8,21,14,17,7,35,30,8,6,9,22
SAN ANTONIO SPURS,2013-03-12,240,29,82,9,29,16,18,8,31,19,9,4,16,21
MINNESOTA TIMBERWOLVES,2013-03-12,240,44,82,12,20,7,18,11,38,30,6,11,16,21
LOS ANGELES LAKERS,2013-03-12,240,34,73,9,25,29,47,7,34,20,8,5,10,16
ORLANDO MAGIC,2013-03-12,240,37,93,10,32,13,17,13,31,18,5,4,14,35
MEMPHIS GRIZZLIES,2013-03-12,240,39,76,3,11,21,31,9,28,31,10,7,11,24
PORTLAND TRAIL BLAZERS,2013-03-12,240,32,79,5,16,28,29,14,32,17,6,6,16,23
LOS ANGELES LAKERS,2013-03-13,240,36,92,8,29,12,16,12,33,17,6,1,8,21
ATLANTA HAWKS,2013-03-13,240,37,79,8,22,14,21,9,43,22,1,2,12,17
TORONTO RAPTORS,2013-03-13,240,34,79,3,13,17,19,7,27,17,11,6,17,23
BOSTON CELTICS,2013-03-13,240,39,76,6,15,28,35,6,34,29,11,7,14,19
NEW YORK KNICKS,2013-03-13,240,34,79,11,28,15,22,7,26,22,7,9,19,25
DENVER NUGGETS,2013-03-13,240,41,84,9,21,26,37,18,35,22,11,8,14,18
DETROIT PISTONS,2013-03-13,240,40,89,5,17,12,14,14,24,26,6,0,9,22
GOLDEN STATE WARRIORS,2013-03-13,240,41,72,8,18,15,25,11,31,27,5,9,13,15
PHOENIX SUNS,2013-03-13,240,34,81,6,21,7,10,5,24,20,13,7,20,20
HOUSTON ROCKETS,2013-03-13,240,39,76,10,21,23,30,11,35,26,10,5,22,12
MINNESOTA TIMBERWOLVES,2013-03-13,240,35,80,6,19,15,18,10,26,19,4,4,12,26
INDIANA PACERS,2013-03-13,240,41,82,9,25,16,26,15,34,22,8,6,12,26
MEMPHIS GRIZZLIES,2013-03-13,240,37,68,6,12,16,21,10,21,20,8,3,12,25
LOS ANGELES CLIPPERS,2013-03-13,240,31,72,6,26,17,18,13,21,22,5,4,12,22
UTAH JAZZ,2013-03-13,240,28,80,5,15,26,33,13,22,21,13,6,18,25
OKLAHOMA CITY THUNDER,2013-03-13,240,37,69,7,16,29,33,11,37,20,9,7,24,27
MIAMI HEAT,2013-03-13,240,35,75,5,20,23,27,10,29,25,7,6,13,10
PHILADELPHIA 76ERS,2013-03-13,240,40,85,7,18,7,12,13,27,29,10,3,12,22
CHICAGO BULLS,2013-03-13,240,32,83,2,21,13,15,12,27,19,2,3,17,19
SACRAMENTO KINGS,2013-03-13,240,45,83,9,23,22,26,7,33,17,9,3,5,16
MILWAUKEE BUCKS,2013-03-13,240,39,85,6,18,9,12,11,33,23,8,4,14,22
WASHINGTON WIZARDS,2013-03-13,240,43,86,8,16,12,24,13,35,25,8,0,13,17
NEW YORK KNICKS,2013-03-14,240,36,82,7,25,11,17,11,29,20,10,2,12,21
PORTLAND TRAIL BLAZERS,2013-03-14,240,40,78,10,28,15,21,9,35,24,8,6,14,16
DALLAS MAVERICKS,2013-03-14,240,37,83,8,19,9,10,6,29,21,10,10,11,23
SAN ANTONIO SPURS,2013-03-14,240,37,84,5,13,13,17,11,38,31,7,4,15,10
PHOENIX SUNS,2013-03-15,240,35,79,3,19,21,31,11,35,20,10,2,24,24
ATLANTA HAWKS,2013-03-15,240,41,84,12,23,13,16,8,33,27,14,4,20,19
CLEVELAND CAVALIERS,2013-03-15,240,34,78,7,16,11,18,7,32,18,11,2,18,12
DALLAS MAVERICKS,2013-03-15,240,41,82,7,21,7,11,8,38,25,7,6,16,19
MEMPHIS GRIZZLIES,2013-03-15,240,30,85,4,12,16,19,20,27,16,8,5,14,22
DENVER NUGGETS,2013-03-15,240,35,77,1,12,16,22,13,29,18,8,10,16,17
CHICAGO BULLS,2013-03-15,240,43,83,8,16,19,22,11,32,28,8,0,14,22
GOLDEN STATE WARRIORS,2013-03-15,240,34,76,3,14,24,30,7,27,16,8,7,12,17
MINNESOTA TIMBERWOLVES,2013-03-15,240,39,81,6,24,16,20,9,27,25,6,7,13,25
HOUSTON ROCKETS,2013-03-15,240,36,74,11,31,25,31,12,32,25,7,2,18,20
LOS ANGELES LAKERS,2013-03-15,240,33,78,13,26,20,30,7,41,27,9,8,15,17
INDIANA PACERS,2013-03-15,240,37,99,12,27,7,9,17,37,17,6,6,16,26
MIAMI HEAT,2013-03-15,240,41,79,7,15,18,22,8,33,24,7,5,11,13
MILWAUKEE BUCKS,2013-03-15,240,33,89,9,25,19,21,19,29,18,6,4,10,16
ORLANDO MAGIC,2013-03-15,240,40,92,7,27,17,21,7,26,12,12,0,10,23
OKLAHOMA CITY THUNDER,2013-03-15,240,42,76,4,13,29,43,8,44,21,6,4,17,16
CHARLOTTE BOBCATS,2013-03-15,240,26,80,6,22,20,29,15,21,14,14,3,13,18
TORONTO RAPTORS,2013-03-15,240,33,68,3,10,23,27,10,36,16,6,8,19,23
NEW ORLEANS HORNETS,2013-03-15,240,35,80,3,19,14,19,11,29,15,6,0,11,21
WASHINGTON WIZARDS,2013-03-15,240,36,72,9,20,15,19,9,30,23,5,7,12,18
CHARLOTTE BOBCATS,2013-03-16,240,34,76,7,20,13,21,6,29,23,7,7,12,17
BOSTON CELTICS,2013-03-16,240,41,79,10,15,13,20,10,32,28,6,8,13,21
INDIANA PACERS,2013-03-16,240,34,88,6,16,17,21,18,29,25,5,3,13,20
PHILADELPHIA 76ERS,2013-03-16,240,39,79,6,13,14,19,9,32,28,6,14,12,21
DETROIT PISTONS,2013-03-16,240,40,76,5,17,16,24,7,26,19,7,3,13,22
PORTLAND TRAIL BLAZERS,2013-03-16,240,41,86,7,19,23,24,12,33,25,6,4,9,20
CLEVELAND CAVALIERS,2013-03-16,240,43,85,7,15,20,31,9,20,22,13,4,10,27
SAN ANTONIO SPURS,2013-03-16,240,45,78,6,17,23,29,11,32,32,7,7,18,21
MEMPHIS GRIZZLIES,2013-03-16,240,33,77,4,12,14,22,11,31,14,4,6,11,22
UTAH JAZZ,2013-03-16,240,31,71,5,16,23,31,7,31,18,7,4,5,21
PHOENIX SUNS,2013-03-16,240,42,88,6,21,15,20,17,31,19,5,4,14,15
WASHINGTON WIZARDS,2013-03-16,240,48,93,14,21,17,20,15,27,30,6,3,10,18
ATLANTA HAWKS,2013-03-17,240,44,84,8,21,9,13,9,29,30,14,5,11,20
BROOKLYN NETS,2013-03-17,240,36,86,8,23,13,16,17,33,17,7,1,16,14
OKLAHOMA CITY THUNDER,2013-03-17,240,39,80,5,21,24,30,12,34,17,9,8,16,17
DALLAS MAVERICKS,2013-03-17,240,38,83,9,21,16,16,8,26,18,13,2,14,20
GOLDEN STATE WARRIORS,2013-03-17,240,44,96,13,26,7,9,8,42,27,7,6,10,17
HOUSTON ROCKETS,2013-03-17,240,28,86,9,35,13,16,12,36,16,6,5,15,15
NEW YORK KNICKS,2013-03-17,240,29,81,12,26,10,14,7,32,21,7,1,9,27
LOS ANGELES CLIPPERS,2013-03-17,240,34,75,8,28,17,31,12,39,20,5,8,12,18
SACRAMENTO KINGS,2013-03-17,240,42,96,10,31,8,8,7,26,21,7,3,5,22
LOS ANGELES LAKERS,2013-03-17,240,41,72,12,28,19,29,6,37,28,2,7,13,12
ORLANDO MAGIC,2013-03-17,240,47,93,5,21,10,15,11,33,21,10,4,12,21
MILWAUKEE BUCKS,2013-03-17,240,40,90,12,27,23,26,13,33,25,6,3,14,13
NEW ORLEANS HORNETS,2013-03-17,240,39,85,5,13,12,16,20,21,20,10,3,18,26
MINNESOTA TIMBERWOLVES,2013-03-17,240,36,64,5,15,20,27,7,20,18,8,10,18,19
MIAMI HEAT,2013-03-17,240,39,67,10,22,20,29,2,24,31,8,2,12,14
TORONTO RAPTORS,2013-03-17,240,39,94,2,20,11,12,24,27,15,5,2,16,21
DALLAS MAVERICKS,2013-03-18,240,51,89,13,22,12,14,10,29,33,7,3,12,20
ATLANTA HAWKS,2013-03-18,240,42,75,8,21,21,29,5,26,26,7,2,15,15
MIAMI HEAT,2013-03-18,240,42,85,7,20,14,21,10,29,25,11,7,14,18
BOSTON CELTICS,2013-03-18,240,39,72,10,21,15,24,4,29,24,9,7,20,26
WASHINGTON WIZARDS,2013-03-18,240,43,81,6,15,22,29,14,27,27,6,5,17,26
CHARLOTTE BOBCATS,2013-03-18,240,42,79,9,22,26,33,8,23,32,9,5,11,20
DENVER NUGGETS,2013-03-18,265,46,100,7,20,20,27,20,33,26,10,5,13,19
CHICAGO BULLS,2013-03-18,265,47,96,8,21,16,19,12,30,29,7,11,14,21
INDIANA PACERS,2013-03-18,240,39,88,8,22,25,29,15,42,29,8,9,14,16
CLEVELAND CAVALIERS,2013-03-18,240,35,92,6,24,14,21,16,29,21,6,7,11,21
BROOKLYN NETS,2013-03-18,240,45,83,9,21,20,23,13,28,21,9,8,9,17
DETROIT PISTONS,2013-03-18,240,34,78,1,18,13,15,10,23,20,6,4,15,21
MINNESOTA TIMBERWOLVES,2013-03-18,240,29,86,6,24,13,18,14,31,14,7,4,11,12
MEMPHIS GRIZZLIES,2013-03-18,240,40,82,5,16,7,11,11,38,19,6,10,13,21
GOLDEN STATE WARRIORS,2013-03-18,240,35,70,10,19,13,15,6,38,21,6,7,16,20
NEW ORLEANS HORNETS,2013-03-18,240,28,83,3,17,13,13,13,28,17,10,5,13,13
PORTLAND TRAIL BLAZERS,2013-03-18,240,38,90,12,28,12,14,12,34,26,5,6,13,14
PHILADELPHIA 76ERS,2013-03-18,240,43,86,5,16,10,13,8,35,31,7,8,13,15
LOS ANGELES LAKERS,2013-03-18,240,29,87,5,22,13,16,14,31,15,10,1,18,13
PHOENIX SUNS,2013-03-18,240,42,87,8,20,7,15,14,41,21,10,7,16,16
NEW YORK KNICKS,2013-03-18,240,32,69,8,23,18,25,8,26,18,9,5,12,21
UTAH JAZZ,2013-03-18,240,29,76,9,19,16,24,19,27,17,10,5,17,23
ORLANDO MAGIC,2013-03-19,240,28,88,3,15,14,21,10,32,12,7,7,10,22
