team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,2018-01-13,240,41,92,12,29,11,14,13,32,28,8,7,12,11
CHICAGO BULLS,2018-01-13,240,42,87,17,36,6,9,6,34,27,10,8,14,11
OKLAHOMA CITY THUNDER,2018-01-13,240,39,97,8,26,15,20,19,38,17,8,9,9,22
CHARLOTTE HORNETS,2018-01-13,240,33,83,9,28,16,23,9,41,16,3,7,14,15
LOS ANGELES LAKERS,2018-01-13,265,43,95,8,26,13,18,11,48,24,4,0,14,31
DALLAS MAVERICKS,2018-01-13,265,34,90,11,43,22,28,4,35,20,5,1,8,17
SACRAMENTO KINGS,2018-01-13,240,43,85,6,17,13,22,10,27,26,12,4,16,24
LOS ANGELES CLIPPERS,2018-01-13,240,46,82,12,31,22,26,5,34,29,11,5,15,22
DENVER NUGGETS,2018-01-13,240,29,83,7,28,15,17,11,30,18,9,4,15,16
SAN ANTONIO SPURS,2018-01-13,240,41,79,14,27,16,18,6,37,23,9,3,15,17
GOLDEN STATE WARRIORS,2018-01-13,240,47,81,9,24,24,28,3,27,28,4,3,6,20
TORONTO RAPTORS,2018-01-13,240,45,93,8,25,27,32,14,30,22,3,2,10,23
BROOKLYN NETS,2018-01-13,265,42,99,12,43,17,20,13,34,28,6,3,15,22
WASHINGTON WIZARDS,2018-01-13,265,46,93,10,23,17,23,6,41,31,10,3,15,19
MILWAUKEE BUCKS,2018-01-14,240,25,79,4,28,25,27,8,32,9,8,1,15,23
MIAMI HEAT,2018-01-14,240,35,76,11,29,16,20,3,46,23,8,8,13,18
PORTLAND TRAIL BLAZERS,2018-01-14,240,39,79,11,25,14,17,8,30,19,6,3,17,27
MINNESOTA TIMBERWOLVES,2018-01-14,240,43,80,7,19,27,33,7,31,21,12,3,11,17
NEW ORLEANS PELICANS,2018-01-14,265,45,95,9,32,24,34,12,34,19,17,7,19,17
NEW YORK KNICKS,2018-01-14,265,46,97,12,34,14,18,10,34,28,12,7,22,27
INDIANA PACERS,2018-01-14,240,48,88,11,23,13,14,8,34,20,9,1,6,22
PHOENIX SUNS,2018-01-14,240,35,85,9,37,18,24,14,31,20,2,1,12,16
SAN ANTONIO SPURS,2018-01-15,240,37,87,8,22,17,20,8,29,24,12,5,9,13
ATLANTA HAWKS,2018-01-15,240,40,86,9,25,13,14,11,39,23,8,2,15,23
NEW YORK KNICKS,2018-01-15,240,42,82,9,16,26,37,8,43,27,5,10,9,24
BROOKLYN NETS,2018-01-15,240,32,87,11,32,29,36,11,34,16,5,3,11,23
MIAMI HEAT,2018-01-15,240,40,84,12,36,19,24,4,36,35,5,4,14,19
CHICAGO BULLS,2018-01-15,240,42,88,16,39,19,22,7,38,27,6,2,9,23
GOLDEN STATE WARRIORS,2018-01-15,240,41,85,12,32,24,30,13,35,33,8,6,16,23
CLEVELAND CAVALIERS,2018-01-15,240,43,94,7,28,15,22,12,31,26,9,5,15,22
CHARLOTTE HORNETS,2018-01-15,240,43,84,10,21,22,33,9,40,21,9,4,15,11
DETROIT PISTONS,2018-01-15,240,42,86,15,29,8,11,3,35,27,10,5,16,24
HOUSTON ROCKETS,2018-01-15,240,38,94,13,44,13,16,13,24,21,9,4,12,21
LOS ANGELES CLIPPERS,2018-01-15,240,44,79,10,25,15,20,4,37,30,6,10,18,17
LOS ANGELES LAKERS,2018-01-15,240,38,96,12,35,26,31,12,32,25,11,8,13,23
MEMPHIS GRIZZLIES,2018-01-15,240,42,82,10,22,29,34,6,42,24,8,8,18,26
SACRAMENTO KINGS,2018-01-15,240,33,84,7,30,15,25,6,31,22,13,0,13,28
OKLAHOMA CITY THUNDER,2018-01-15,240,36,86,9,30,14,29,18,41,20,10,6,18,19
TORONTO RAPTORS,2018-01-15,240,38,95,9,32,26,30,12,32,20,8,1,15,31
PHILADELPHIA 76ERS,2018-01-15,240,40,81,6,25,31,38,10,38,22,8,9,21,28
INDIANA PACERS,2018-01-15,240,41,77,14,26,13,15,8,35,26,7,2,14,18
UTAH JAZZ,2018-01-15,240,36,81,9,33,13,17,9,29,11,11,7,13,12
MILWAUKEE BUCKS,2018-01-15,240,38,81,8,16,20,29,15,29,21,14,6,17,25
WASHINGTON WIZARDS,2018-01-15,240,32,76,6,21,25,31,11,28,19,10,8,23,22
NEW ORLEANS PELICANS,2018-01-16,265,45,100,7,27,19,25,13,42,28,11,6,15,14
BOSTON CELTICS,2018-01-16,265,40,101,19,50,14,16,12,41,27,7,3,18,24
DALLAS MAVERICKS,2018-01-16,240,38,78,8,27,18,22,5,30,17,10,3,16,24
DENVER NUGGETS,2018-01-16,240,40,86,8,26,17,26,15,32,23,10,3,18,23
MINNESOTA TIMBERWOLVES,2018-01-16,240,43,98,7,16,9,10,11,26,19,10,9,7,21
ORLANDO MAGIC,2018-01-16,240,40,90,11,31,17,19,15,36,24,4,10,16,15
PHOENIX SUNS,2018-01-16,240,37,89,16,41,21,22,12,31,21,6,3,13,15
PORTLAND TRAIL BLAZERS,2018-01-16,240,46,91,17,35,9,10,9,34,21,7,6,9,16
NEW ORLEANS PELICANS,2018-01-17,240,35,80,10,27,13,19,9,34,27,5,6,12,20
ATLANTA HAWKS,2018-01-17,240,37,89,10,40,10,13,12,31,32,5,3,10,22
SAN ANTONIO SPURS,2018-01-17,240,34,82,9,19,23,31,7,35,24,8,4,9,20
BROOKLYN NETS,2018-01-17,240,35,83,13,36,12,18,6,41,23,3,1,14,28
GOLDEN STATE WARRIORS,2018-01-17,240,42,84,13,33,22,25,5,44,24,5,3,15,16
CHICAGO BULLS,2018-01-17,240,45,106,10,39,12,13,14,35,24,10,2,11,19
WASHINGTON WIZARDS,2018-01-17,240,40,82,13,23,16,23,7,33,31,3,7,16,23
CHARLOTTE HORNETS,2018-01-17,240,48,98,15,31,22,26,13,36,27,10,5,9,18
DENVER NUGGETS,2018-01-17,240,42,97,5,25,15,18,20,34,23,13,7,19,25
LOS ANGELES CLIPPERS,2018-01-17,240,40,87,10,30,19,31,17,31,22,10,5,20,16
NEW YORK KNICKS,2018-01-17,240,35,82,7,27,22,23,12,33,22,5,12,14,15
MEMPHIS GRIZZLIES,2018-01-17,240,41,91,10,28,13,17,15,29,23,9,3,11,19
MIAMI HEAT,2018-01-17,240,38,82,10,24,20,27,10,36,28,4,7,15,28
MILWAUKEE BUCKS,2018-01-17,240,33,76,11,28,24,32,5,33,23,6,4,9,25
LOS ANGELES LAKERS,2018-01-17,240,38,81,10,26,4,4,6,24,25,9,1,16,15
OKLAHOMA CITY THUNDER,2018-01-17,240,46,95,12,35,10,12,21,33,22,10,6,16,14
UTAH JAZZ,2018-01-17,240,46,81,12,29,16,20,6,23,26,15,4,10,20
SACRAMENTO KINGS,2018-01-17,240,38,72,13,21,16,20,8,28,19,9,4,19,21
DETROIT PISTONS,2018-01-17,240,37,88,10,28,7,15,11,31,22,14,7,14,20
TORONTO RAPTORS,2018-01-17,240,34,80,11,31,17,23,12,37,24,6,8,20,20
PHILADELPHIA 76ERS,2018-01-18,240,34,73,6,17,15,17,8,33,18,10,5,22,20
BOSTON CELTICS,2018-01-18,240,30,74,7,29,13,17,3,28,13,7,5,19,20
ORLANDO MAGIC,2018-01-18,240,41,88,5,22,16,21,9,33,25,12,6,14,22
CLEVELAND CAVALIERS,2018-01-18,240,38,85,10,34,18,27,14,32,22,8,4,20,21
MINNESOTA TIMBERWOLVES,2018-01-18,240,38,81,8,24,14,21,8,32,24,8,8,11,16
HOUSTON ROCKETS,2018-01-18,240,42,88,17,39,15,17,11,34,24,11,5,9,15
INDIANA PACERS,2018-01-18,240,36,91,7,26,7,13,10,36,17,4,4,8,16
PORTLAND TRAIL BLAZERS,2018-01-18,240,37,94,10,32,16,16,14,43,17,6,7,11,11
MIAMI HEAT,2018-01-19,240,35,84,7,22,18,25,12,31,22,7,7,11,22
BROOKLYN NETS,2018-01-19,240,36,76,9,32,20,26,10,34,20,5,8,14,18
PHOENIX SUNS,2018-01-19,240,40,81,14,33,14,20,4,33,28,9,6,11,21
DENVER NUGGETS,2018-01-19,240,35,78,14,36,16,21,7,35,23,7,5,16,20
WASHINGTON WIZARDS,2018-01-19,240,41,82,16,35,24,27,8,26,28,10,4,13,20
DETROIT PISTONS,2018-01-19,240,40,80,10,30,22,26,7,28,25,8,3,14,22
INDIANA PACERS,2018-01-19,240,37,97,2,25,10,13,12,32,15,9,4,9,18
LOS ANGELES LAKERS,2018-01-19,240,44,80,9,28,2,14,6,41,26,7,6,14,17
SACRAMENTO KINGS,2018-01-19,240,32,80,11,27,13,18,11,33,18,10,3,21,20
MEMPHIS GRIZZLIES,2018-01-19,240,39,88,10,34,18,23,14,35,24,12,5,13,17
SAN ANTONIO SPURS,2018-01-19,240,31,91,5,20,16,20,17,39,18,9,7,12,13
TORONTO RAPTORS,2018-01-19,240,34,85,9,26,9,14,9,41,16,8,1,13,19
NEW YORK KNICKS,2018-01-19,240,44,89,11,20,18,23,7,29,23,6,6,12,26
UTAH JAZZ,2018-01-19,240,42,91,11,31,20,30,15,37,19,4,6,17,20
CHICAGO BULLS,2018-01-20,240,40,80,14,32,19,21,4,44,31,8,1,16,23
ATLANTA HAWKS,2018-01-20,240,35,92,11,48,16,23,9,36,27,5,4,13,21
MIAMI HEAT,2018-01-20,240,43,87,13,28,7,12,8,39,28,5,6,14,17
CHARLOTTE HORNETS,2018-01-20,240,41,90,7,27,16,21,8,35,22,9,8,7,12
OKLAHOMA CITY THUNDER,2018-01-20,240,58,100,14,30,18,28,16,36,37,9,2,13,23
CLEVELAND CAVALIERS,2018-01-20,240,46,89,10,37,22,27,3,25,32,7,4,15,18
GOLDEN STATE WARRIORS,2018-01-20,240,40,82,17,36,11,15,4,29,31,8,10,19,24
HOUSTON ROCKETS,2018-01-20,240,41,87,14,37,20,29,12,34,19,14,3,15,18
TORONTO RAPTORS,2018-01-20,240,39,83,12,33,19,21,8,27,23,7,7,13,30
MINNESOTA TIMBERWOLVES,2018-01-20,240,38,81,7,16,32,42,15,29,21,4,3,11,20
MEMPHIS GRIZZLIES,2018-01-20,240,37,82,15,35,15,16,10,34,22,2,1,14,29
NEW ORLEANS PELICANS,2018-01-20,240,39,78,7,27,26,32,6,35,23,6,5,10,15
MILWAUKEE BUCKS,2018-01-20,240,33,82,10,32,18,22,8,27,20,10,3,17,20
PHILADELPHIA 76ERS,2018-01-20,240,45,85,10,25,16,19,11,34,32,9,4,16,18
DALLAS MAVERICKS,2018-01-20,240,38,83,10,25,22,28,11,26,19,9,5,9,21
PORTLAND TRAIL BLAZERS,2018-01-20,240,45,86,18,36,9,10,9,31,19,3,3,14,23
LOS ANGELES CLIPPERS,2018-01-20,240,36,82,11,36,30,38,7,27,18,17,2,14,24
UTAH JAZZ,2018-01-20,240,45,82,11,28,24,32,11,45,21,9,3,20,29
ORLANDO MAGIC,2018-01-21,240,43,92,6,21,11,16,13,31,20,7,9,10,19
BOSTON CELTICS,2018-01-21,240,37,85,8,27,13,14,11,33,22,6,9,15,18
BROOKLYN NETS,2018-01-21,240,37,80,13,31,14,20,7,39,23,1,3,15,18
DETROIT PISTONS,2018-01-21,240,38,90,9,29,15,17,7,36,21,3,4,6,19
NEW YORK KNICKS,2018-01-21,240,44,81,12,25,7,10,7,26,32,3,5,17,20
LOS ANGELES LAKERS,2018-01-21,240,51,91,10,26,15,21,12,27,31,10,3,6,18
INDIANA PACERS,2018-01-21,240,37,84,4,19,16,17,7,34,14,14,1,10,15
SAN ANTONIO SPURS,2018-01-21,240,35,82,9,34,7,12,10,36,24,8,10,20,14
UTAH JAZZ,2018-01-22,240,33,76,4,15,20,28,7,32,20,8,6,16,15
ATLANTA HAWKS,2018-01-22,240,40,83,12,26,12,12,10,34,24,8,5,17,24
SACRAMENTO KINGS,2018-01-22,240,43,97,10,22,11,15,10,32,27,8,3,7,22
CHARLOTTE HORNETS,2018-01-22,240,38,86,16,40,20,25,11,37,22,4,10,15,14
WASHINGTON WIZARDS,2018-01-22,240,26,86,7,32,16,27,17,30,15,7,5,12,18
DALLAS MAVERICKS,2018-01-22,240,38,87,10,31,12,17,9,43,20,9,9,11,21
PORTLAND TRAIL BLAZERS,2018-01-22,240,36,85,8,25,21,26,11,33,19,11,6,11,22
DENVER NUGGETS,2018-01-22,240,34,83,10,30,26,33,14,35,23,7,8,15,20
MIAMI HEAT,2018-01-22,240,39,82,7,30,5,9,9,33,18,7,4,16,18
HOUSTON ROCKETS,2018-01-22,240,36,81,15,37,12,18,8,30,20,10,3,14,15
MINNESOTA TIMBERWOLVES,2018-01-22,240,43,91,7,22,33,39,18,29,20,5,4,13,22
LOS ANGELES CLIPPERS,2018-01-22,240,47,84,9,27,15,22,8,32,31,4,1,17,27
PHILADELPHIA 76ERS,2018-01-22,240,32,71,14,31,23,31,16,32,21,2,4,23,28
MEMPHIS GRIZZLIES,2018-01-22,240,33,78,10,26,29,35,11,21,14,14,2,12,26
PHOENIX SUNS,2018-01-22,240,39,79,9,26,18,20,9,25,31,12,2,21,26
MILWAUKEE BUCKS,2018-01-22,240,38,71,5,17,28,37,8,24,20,14,5,17,22
CHICAGO BULLS,2018-01-22,290,45,92,8,31,30,34,6,48,31,8,6,24,32
NEW ORLEANS PELICANS,2018-01-22,290,47,113,16,44,22,26,15,40,32,14,3,13,28
NEW YORK KNICKS,2018-01-23,240,43,83,9,22,17,19,6,32,28,4,0,13,20
GOLDEN STATE WARRIORS,2018-01-23,240,46,83,13,30,18,20,3,33,40,6,3,12,16
BOSTON CELTICS,2018-01-23,240,42,90,15,44,8,10,7,35,22,3,5,11,25
LOS ANGELES LAKERS,2018-01-23,240,40,91,7,26,21,36,14,37,18,6,2,10,16
BROOKLYN NETS,2018-01-23,240,37,79,16,38,18,25,8,37,27,1,5,12,25
OKLAHOMA CITY THUNDER,2018-01-23,240,40,94,7,25,22,32,16,34,12,7,4,4,18
SACRAMENTO KINGS,2018-01-23,240,43,87,8,26,11,13,11,33,24,9,11,14,15
ORLANDO MAGIC,2018-01-23,240,36,83,11,31,16,19,11,29,23,9,4,17,17
CLEVELAND CAVALIERS,2018-01-23,240,35,72,6,21,26,31,6,35,19,6,3,18,14
SAN ANTONIO SPURS,2018-01-23,240,47,94,8,28,12,16,13,32,23,11,4,9,19
TORONTO RAPTORS,2018-01-24,240,39,89,14,36,16,25,12,40,25,10,12,17,22
ATLANTA HAWKS,2018-01-24,240,37,94,7,21,12,17,12,35,19,8,9,16,21
NEW ORLEANS PELICANS,2018-01-24,240,39,87,9,26,14,18,8,34,26,6,10,15,19
CHARLOTTE HORNETS,2018-01-24,240,36,85,6,21,18,31,10,39,16,5,6,14,23
HOUSTON ROCKETS,2018-01-24,240,36,82,21,51,11,23,7,36,20,8,3,9,19
DALLAS MAVERICKS,2018-01-24,240,35,82,15,35,12,18,9,40,24,5,2,13,21
UTAH JAZZ,2018-01-24,265,38,96,10,31,12,16,9,35,24,11,9,14,15
DETROIT PISTONS,2018-01-24,265,38,97,7,31,12,18,15,42,23,10,7,19,16
PHOENIX SUNS,2018-01-24,240,35,84,9,35,22,29,10,32,22,3,2,16,26
INDIANA PACERS,2018-01-24,240,45,80,9,24,17,25,3,36,32,11,3,12,24
BOSTON CELTICS,2018-01-24,240,39,93,14,40,21,22,10,37,25,10,3,13,28
LOS ANGELES CLIPPERS,2018-01-24,240,35,79,5,21,27,39,10,30,26,6,5,19,15
SAN ANTONIO SPURS,2018-01-24,240,38,82,10,24,22,25,11,34,29,9,6,13,19
MEMPHIS GRIZZLIES,2018-01-24,240,36,83,2,18,11,14,9,32,19,7,4,17,25
CHICAGO BULLS,2018-01-24,240,36,94,11,37,18,22,10,33,20,8,2,11,15
PHILADELPHIA 76ERS,2018-01-24,240,42,81,16,32,15,20,6,42,31,6,7,14,20
MINNESOTA TIMBERWOLVES,2018-01-24,240,45,84,6,16,18,22,5,28,20,7,2,6,14
PORTLAND TRAIL BLAZERS,2018-01-24,240,45,82,17,31,16,21,6,31,24,4,1,10,16
NEW YORK KNICKS,2018-01-25,240,45,82,8,21,20,24,3,30,32,9,5,10,20
DENVER NUGGETS,2018-01-25,240,48,80,14,28,20,24,2,30,36,3,2,13,20
MINNESOTA TIMBERWOLVES,2018-01-25,240,46,101,6,20,15,18,13,30,25,9,3,10,15
GOLDEN STATE WARRIORS,2018-01-25,240,48,89,21,37,9,15,11,36,37,9,8,15,17
SACRAMENTO KINGS,2018-01-25,240,38,81,5,12,8,14,5,33,17,3,6,13,21
MIAMI HEAT,2018-01-25,240,31,82,12,34,14,18,7,39,19,8,4,13,19
WASHINGTON WIZARDS,2018-01-25,240,42,86,16,35,12,16,12,27,25,10,2,23,25
OKLAHOMA CITY THUNDER,2018-01-25,240,45,87,9,27,22,29,13,27,18,16,6,14,15
LOS ANGELES LAKERS,2018-01-26,240,41,91,5,24,21,28,10,38,23,6,3,9,23
CHICAGO BULLS,2018-01-26,240,35,93,17,36,16,24,16,37,21,3,7,13,25
ATLANTA HAWKS,2018-01-26,240,37,79,15,30,21,25,6,33,23,6,5,20,26
CHARLOTTE HORNETS,2018-01-26,240,40,88,13,34,28,32,11,32,25,13,8,11,25
INDIANA PACERS,2018-01-26,240,43,91,13,31,9,11,8,29,27,13,1,16,15
CLEVELAND CAVALIERS,2018-01-26,240,46,82,13,37,10,13,8,36,27,13,4,20,11
PORTLAND TRAIL BLAZERS,2018-01-26,240,39,79,10,30,19,23,10,44,20,4,6,14,17
DALLAS MAVERICKS,2018-01-26,240,35,89,10,30,13,17,8,29,17,9,3,5,19
LOS ANGELES CLIPPERS,2018-01-26,240,39,80,10,27,21,29,3,33,23,15,6,10,20
MEMPHIS GRIZZLIES,2018-01-26,240,39,81,8,27,14,18,8,35,31,1,9,19,24
BROOKLYN NETS,2018-01-26,240,33,89,8,34,17,20,11,34,18,5,2,14,19
MILWAUKEE BUCKS,2018-01-26,240,43,83,12,23,18,20,3,41,28,9,6,9,17
HOUSTON ROCKETS,2018-01-26,240,36,78,12,36,29,35,2,33,22,10,2,12,23
NEW ORLEANS PELICANS,2018-01-26,240,44,82,11,27,16,21,6,36,36,8,5,15,26
NEW YORK KNICKS,2018-01-26,240,41,85,9,25,16,22,10,39,25,7,10,16,20
PHOENIX SUNS,2018-01-26,240,33,94,11,33,8,13,12,30,15,6,3,14,24
PHILADELPHIA 76ERS,2018-01-26,240,38,79,9,21,12,18,12,38,23,5,4,9,20
SAN ANTONIO SPURS,2018-01-26,240,30,75,3,24,15,18,5,31,20,6,5,9,14
UTAH JAZZ,2018-01-26,240,36,87,10,21,15,21,10,37,20,7,5,13,16
TORONTO RAPTORS,2018-01-26,240,37,95,7,27,12,17,16,36,23,10,13,11,18
WASHINGTON WIZARDS,2018-01-27,240,49,85,18,32,13,14,7,31,40,7,6,12,21
ATLANTA HAWKS,2018-01-27,240,38,88,12,43,16,21,11,21,24,2,4,12,15
DALLAS MAVERICKS,2018-01-27,240,34,85,11,31,10,19,8,35,17,8,5,8,15
DENVER NUGGETS,2018-01-27,240,34,81,12,33,11,15,9,44,23,6,8,14,21
OKLAHOMA CITY THUNDER,2018-01-27,240,45,93,14,33,17,23,13,30,23,9,2,9,20
DETROIT PISTONS,2018-01-27,240,39,84,12,33,18,24,13,30,24,4,3,16,20
BOSTON CELTICS,2018-01-27,240,37,85,14,28,17,24,11,34,17,6,2,14,23
GOLDEN STATE WARRIORS,2018-01-27,240,38,84,10,27,23,26,10,33,19,9,9,11,17
ORLANDO MAGIC,2018-01-27,240,42,77,8,25,20,32,13,27,21,6,7,14,18
INDIANA PACERS,2018-01-27,240,47,87,5,18,15,19,9,29,25,9,1,9,24
CHARLOTTE HORNETS,2018-01-27,240,29,84,5,24,28,35,12,34,12,6,6,7,15
MIAMI HEAT,2018-01-27,240,38,85,8,26,11,18,11,40,25,4,5,12,24
BROOKLYN NETS,2018-01-27,240,38,82,9,30,12,15,11,32,22,3,7,15,19
MINNESOTA TIMBERWOLVES,2018-01-27,240,42,96,4,21,23,26,16,33,20,9,7,5,12
MILWAUKEE BUCKS,2018-01-28,240,41,77,13,28,15,25,7,36,28,11,4,14,16
CHICAGO BULLS,2018-01-28,240,36,87,12,34,12,15,10,31,25,8,2,16,18
DETROIT PISTONS,2018-01-28,240,40,95,14,36,10,13,7,36,31,5,6,6,23
CLEVELAND CAVALIERS,2018-01-28,240,42,83,15,35,22,26,4,41,27,2,3,10,14
PHOENIX SUNS,2018-01-28,240,36,85,8,33,22,26,7,36,17,7,2,12,29
HOUSTON ROCKETS,2018-01-28,240,32,72,11,37,38,49,5,38,17,8,2,12,21
LOS ANGELES CLIPPERS,2018-01-28,240,45,96,9,28,13,18,11,39,29,7,4,12,19
NEW ORLEANS PELICANS,2018-01-28,240,38,85,9,35,18,25,7,40,23,9,6,15,20
PHILADELPHIA 76ERS,2018-01-28,240,38,76,11,29,25,31,12,28,19,7,5,14,26
OKLAHOMA CITY THUNDER,2018-01-28,240,45,92,10,33,22,30,17,24,21,7,3,10,25
SACRAMENTO KINGS,2018-01-28,240,35,82,18,34,10,11,6,28,21,5,3,9,20
SAN ANTONIO SPURS,2018-01-28,240,45,90,11,25,12,17,13,39,33,4,2,7,13
LOS ANGELES LAKERS,2018-01-28,240,40,91,8,25,23,33,13,31,22,9,4,14,21
TORONTO RAPTORS,2018-01-28,240,46,92,12,31,19,25,12,41,23,4,4,14,23
MINNESOTA TIMBERWOLVES,2018-01-29,240,39,83,7,19,15,18,7,28,24,15,5,13,18
ATLANTA HAWKS,2018-01-29,240,39,79,13,34,14,16,8,36,27,8,8,21,18
MIAMI HEAT,2018-01-29,240,34,75,12,31,15,19,11,30,23,9,11,16,19
DALLAS MAVERICKS,2018-01-29,240,33,86,8,29,14,16,11,29,20,10,3,12,22
BOSTON CELTICS,2018-01-29,240,43,91,17,36,8,10,10,30,28,4,6,9,19
DENVER NUGGETS,2018-01-29,240,42,93,10,33,16,21,15,32,31,4,3,10,14
CHARLOTTE HORNETS,2018-01-29,240,37,83,9,31,13,20,11,29,18,5,2,16,14
INDIANA PACERS,2018-01-29,240,45,83,6,21,9,11,6,32,28,7,3,12,19
PHOENIX SUNS,2018-01-29,240,38,82,7,23,26,36,15,22,20,11,2,19,20
MEMPHIS GRIZZLIES,2018-01-29,240,47,83,11,22,15,18,12,26,29,7,9,20,27
PHILADELPHIA 76ERS,2018-01-29,240,36,82,2,26,21,23,10,33,22,5,4,14,17
MILWAUKEE BUCKS,2018-01-29,240,38,80,11,28,20,22,8,34,26,6,8,9,19
CLEVELAND CAVALIERS,2018-01-30,240,38,84,13,35,25,32,7,34,24,2,5,15,22
DETROIT PISTONS,2018-01-30,240,49,93,9,23,18,28,8,39,30,12,5,10,27
ORLANDO MAGIC,2018-01-30,240,42,83,15,31,8,10,7,26,26,6,4,10,22
HOUSTON ROCKETS,2018-01-30,240,39,77,13,35,23,28,8,32,17,5,5,12,15
PORTLAND TRAIL BLAZERS,2018-01-30,240,36,98,13,30,19,22,18,41,21,12,6,12,21
LOS ANGELES CLIPPERS,2018-01-30,240,35,85,6,22,20,26,9,41,22,5,7,13,17
SACRAMENTO KINGS,2018-01-30,240,46,97,10,26,12,14,14,35,22,7,1,14,21
NEW ORLEANS PELICANS,2018-01-30,240,39,77,9,25,16,22,2,34,26,7,8,15,18
BROOKLYN NETS,2018-01-30,240,36,87,9,37,14,16,11,38,15,6,3,17,21
NEW YORK KNICKS,2018-01-30,240,39,89,13,26,20,25,12,35,22,6,6,11,13
DENVER NUGGETS,2018-01-30,240,40,86,10,23,14,14,10,28,22,11,6,13,14
SAN ANTONIO SPURS,2018-01-30,240,46,92,9,24,5,5,13,30,33,4,9,16,15
MINNESOTA TIMBERWOLVES,2018-01-30,240,42,85,5,12,15,24,10,30,21,4,2,8,19
TORONTO RAPTORS,2018-01-30,240,39,81,9,29,22,26,9,30,28,3,4,8,18
GOLDEN STATE WARRIORS,2018-01-30,240,39,85,5,25,16,21,11,26,27,10,7,19,16
UTAH JAZZ,2018-01-30,240,53,91,14,28,9,14,7,35,25,16,3,11,22
OKLAHOMA CITY THUNDER,2018-01-30,240,30,80,9,32,27,34,14,38,19,7,8,20,24
WASHINGTON WIZARDS,2018-01-30,240,34,89,7,25,27,29,7,36,27,8,7,12,28
CHARLOTTE HORNETS,2018-01-31,240,46,90,17,32,14,18,12,30,29,6,1,10,21
ATLANTA HAWKS,2018-01-31,240,39,77,12,32,20,22,4,25,26,5,4,9,16
NEW YORK KNICKS,2018-01-31,240,28,87,3,17,14,21,9,35,16,4,4,14,17
BOSTON CELTICS,2018-01-31,240,40,83,11,26,12,20,5,44,27,8,3,9,22
PHILADELPHIA 76ERS,2018-01-31,240,36,76,7,18,29,34,6,27,17,7,5,8,21
BROOKLYN NETS,2018-01-31,240,39,77,13,32,25,28,9,30,19,3,9,11,26
MIAMI HEAT,2018-01-31,240,36,83,3,28,14,25,6,46,17,8,5,19,25
CLEVELAND CAVALIERS,2018-01-31,240,28,80,6,26,29,38,7,38,18,9,5,16,20
MEMPHIS GRIZZLIES,2018-01-31,240,39,82,12,26,11,15,14,27,20,10,1,18,21
INDIANA PACERS,2018-01-31,240,37,70,10,26,21,31,8,25,20,16,4,14,15
LOS ANGELES LAKERS,2018-01-31,240,39,83,4,20,23,30,11,32,18,7,1,16,18
ORLANDO MAGIC,2018-01-31,240,44,81,18,32,21,29,4,31,28,13,4,14,23
DALLAS MAVERICKS,2018-01-31,240,32,88,10,36,14,26,15,34,18,11,4,12,18
PHOENIX SUNS,2018-01-31,240,40,83,11,30,11,15,8,39,23,9,3,17,29
CHICAGO BULLS,2018-01-31,240,41,99,13,34,13,22,12,24,19,10,4,6,16
PORTLAND TRAIL BLAZERS,2018-01-31,240,46,82,15,32,17,20,5,43,21,3,6,17,19
OKLAHOMA CITY THUNDER,2018-02-01,240,51,98,9,28,13,17,9,31,34,5,6,7,18
DENVER NUGGETS,2018-02-01,240,50,97,15,38,12,17,9,34,32,3,10,11,17
MEMPHIS GRIZZLIES,2018-02-01,240,40,96,8,31,14,14,10,39,22,3,3,9,24
DETROIT PISTONS,2018-02-01,240,35,76,7,25,27,37,4,37,20,8,4,7,19
MILWAUKEE BUCKS,2018-02-01,240,32,85,6,29,19,25,15,28,19,6,1,15,21
MINNESOTA TIMBERWOLVES,2018-02-01,240,42,78,7,19,17,20,4,35,27,8,7,13,15
HOUSTON ROCKETS,2018-02-01,240,37,83,14,42,14,17,7,31,20,10,7,9,16
SAN ANTONIO SPURS,2018-02-01,240,35,83,6,24,15,17,9,37,21,7,5,16,12
TORONTO RAPTORS,2018-02-01,240,44,83,12,29,19,24,8,24,20,7,3,18,26
WASHINGTON WIZARDS,2018-02-01,240,44,85,10,30,24,26,12,32,30,10,2,16,21
ATLANTA HAWKS,2018-02-02,240,34,80,11,31,31,34,4,32,21,6,4,12,18
BOSTON CELTICS,2018-02-02,240,45,89,11,24,18,20,7,35,26,8,3,11,23
LOS ANGELES LAKERS,2018-02-02,240,39,92,10,26,14,20,18,38,21,5,6,15,18
BROOKLYN NETS,2018-02-02,240,37,82,9,29,16,23,5,33,20,7,8,11,18
INDIANA PACERS,2018-02-02,240,44,87,12,29,26,28,7,24,21,10,6,11,25
CHARLOTTE HORNETS,2018-02-02,240,44,83,15,33,30,34,11,32,27,5,2,15,21
NEW YORK KNICKS,2018-02-02,240,36,89,5,25,13,17,18,39,24,7,4,18,21
MILWAUKEE BUCKS,2018-02-02,240,33,76,7,24,19,26,4,32,18,10,8,11,21
NEW ORLEANS PELICANS,2018-02-02,240,46,90,13,24,9,13,5,36,30,10,2,16,20
