season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2015-2016,SAN ANTONIO SPURS,2015-12-09,240,34,76,7,25,19,24,13,22,23,10,2,17,19,0.5429999999999999,0.493,0.329,0.316,30.2,84.6,50.7,67.6,11.3,3.7,16.4,100,106.0,109.4,0
2015-2016,TORONTO RAPTORS,2015-12-09,240,37,64,3,10,20,22,4,30,23,10,2,20,24,0.6579999999999999,0.602,0.156,0.344,15.4,69.8,49.3,62.2,11.3,3.9,21.3,100,109.4,106.0,0
2015-2016,NEW YORK KNICKS,2015-12-09,240,31,78,8,21,15,27,7,29,20,10,3,10,24,0.473,0.449,0.269,0.34600000000000003,14.3,76.3,41.4,64.5,10.8,5.1,10.0,100,92.2,115.0,0
2015-2016,UTAH JAZZ,2015-12-09,240,39,80,9,21,19,23,9,42,26,6,2,14,26,0.588,0.544,0.263,0.28800000000000003,23.7,85.7,58.6,66.7,6.5,3.5,13.4,100,115.0,92.2,0
2015-2016,HOUSTON ROCKETS,2015-12-09,240,40,83,12,33,17,25,6,36,23,8,4,19,23,0.58,0.5539999999999999,0.398,0.301,14.3,76.6,47.2,57.5,7.6,6.3,16.8,100,104.1,98.3,0
2015-2016,WASHINGTON WIZARDS,2015-12-09,240,39,89,5,25,20,24,11,36,20,8,3,18,25,0.517,0.466,0.281,0.27,23.4,85.7,52.8,51.3,7.6,6.0,15.3,100,98.3,104.1,0
2015-2016,PHILADELPHIA 76ERS,2015-12-10,240,34,87,4,31,19,22,13,25,17,14,6,10,22,0.471,0.414,0.35600000000000004,0.253,27.7,73.5,46.9,50.0,15.3,10.0,9.4,100,99.2,109.0,0
2015-2016,BROOKLYN NETS,2015-12-10,240,37,74,6,14,20,27,9,34,22,5,1,19,20,0.5820000000000001,0.541,0.189,0.365,26.5,72.3,53.1,59.5,5.5,1.8,18.1,100,109.0,99.2,0
2015-2016,LOS ANGELES CLIPPERS,2015-12-10,240,30,88,10,22,10,12,15,37,22,4,4,13,15,0.429,0.398,0.25,0.136,26.8,74.0,49.1,73.3,4.5,6.3,12.2,100,89.9,93.3,0
2015-2016,CHICAGO BULLS,2015-12-10,240,31,87,7,23,14,16,13,41,20,8,6,11,12,0.441,0.397,0.264,0.184,26.0,73.2,50.9,64.5,9.0,9.1,10.5,100,93.3,89.9,0
2015-2016,ATLANTA HAWKS,2015-12-10,240,35,78,10,28,14,23,5,29,21,9,7,9,19,0.5329999999999999,0.513,0.359,0.295,10.6,74.4,39.5,60.0,9.8,11.1,9.3,100,101.9,116.0,0
2015-2016,OKLAHOMA CITY THUNDER,2015-12-10,240,39,80,9,17,20,26,10,42,24,6,2,14,16,0.585,0.544,0.213,0.325,25.6,89.4,60.5,61.5,6.5,4.0,13.3,100,116.0,101.9,0
2015-2016,NEW YORK KNICKS,2015-12-10,240,33,83,9,29,22,28,13,41,17,9,6,18,22,0.509,0.452,0.349,0.337,27.7,80.4,55.1,51.5,9.1,7.8,15.9,100,97.9,99.9,0
2015-2016,SACRAMENTO KINGS,2015-12-10,240,42,93,3,16,12,16,10,34,24,6,3,12,20,0.495,0.468,0.172,0.172,19.6,72.3,44.9,57.1,6.1,5.6,10.7,100,99.9,97.9,0
2015-2016,GOLDEN STATE WARRIORS,2015-12-11,290,42,107,9,31,31,39,17,50,28,10,11,18,22,0.499,0.435,0.29,0.364,29.8,82.0,56.8,66.7,8.2,13.6,12.7,100,102.2,98.1,0
2015-2016,BOSTON CELTICS,2015-12-11,290,49,114,12,33,9,16,11,40,32,7,9,15,30,0.4920000000000001,0.482,0.289,0.14,18.0,70.2,43.2,65.3,5.8,11.8,11.0,100,98.1,102.2,0
2015-2016,MINNESOTA TIMBERWOLVES,2015-12-11,265,38,87,7,19,25,29,8,35,22,5,8,10,27,0.541,0.477,0.218,0.333,16.0,81.4,46.2,57.9,5.0,13.8,9.1,100,107.0,110.0,0
2015-2016,DENVER NUGGETS,2015-12-11,265,38,86,11,28,24,33,8,42,21,7,1,12,25,0.552,0.506,0.326,0.384,18.6,84.0,53.8,55.3,6.9,1.5,10.7,100,110.0,107.0,0
2015-2016,MIAMI HEAT,2015-12-11,240,35,81,5,20,8,13,8,37,14,6,8,19,16,0.479,0.463,0.247,0.16,17.4,84.1,50.0,40.0,6.2,13.8,18.0,100,85.5,98.9,0
2015-2016,INDIANA PACERS,2015-12-11,240,36,86,6,28,18,20,7,38,22,13,6,12,13,0.506,0.453,0.326,0.233,15.9,82.6,50.0,61.1,13.4,9.8,11.2,100,98.9,85.5,0
2015-2016,CHARLOTTE HORNETS,2015-12-11,240,39,78,18,37,27,30,7,34,23,5,5,13,24,0.674,0.615,0.474,0.385,19.4,75.6,50.6,59.0,5.3,8.3,12.5,100,130.1,104.7,0
2015-2016,MEMPHIS GRIZZLIES,2015-12-11,240,32,80,7,20,28,37,11,29,19,8,5,12,24,0.514,0.444,0.25,0.463,24.4,80.6,49.4,59.4,8.5,12.2,11.1,100,104.7,130.1,0
2015-2016,WASHINGTON WIZARDS,2015-12-11,240,40,80,12,27,13,21,6,27,27,10,1,10,17,0.588,0.575,0.338,0.263,15.0,79.4,44.6,67.5,10.8,1.9,10.1,100,113.3,115.4,0
2015-2016,NEW ORLEANS PELICANS,2015-12-11,240,39,79,16,27,13,18,7,34,21,9,0,16,18,0.616,0.595,0.342,0.228,20.6,85.0,55.4,53.8,9.7,0.0,15.5,100,115.4,113.3,0
2015-2016,CLEVELAND CAVALIERS,2015-12-11,240,41,72,11,21,18,27,9,36,28,12,0,18,19,0.662,0.6459999999999999,0.292,0.375,27.3,85.7,60.0,68.3,13.0,0.0,17.7,100,120.6,82.6,0
2015-2016,ORLANDO MAGIC,2015-12-11,240,28,72,6,22,14,20,6,24,16,8,3,19,24,0.47,0.431,0.306,0.278,14.3,72.7,40.0,57.1,8.7,5.9,19.0,100,82.6,120.6,0
2015-2016,DETROIT PISTONS,2015-12-11,240,43,93,10,27,11,16,17,31,18,9,9,14,21,0.535,0.516,0.29,0.172,35.4,70.5,52.2,41.9,9.4,14.5,12.3,100,112.0,99.4,0
2015-2016,PHILADELPHIA 76ERS,2015-12-11,240,36,80,6,18,17,24,13,31,22,5,5,21,16,0.525,0.488,0.225,0.3,29.5,64.6,47.8,61.1,5.2,7.6,18.8,100,99.4,112.0,0
2015-2016,PORTLAND TRAIL BLAZERS,2015-12-11,240,45,96,12,34,4,7,14,37,23,7,3,12,14,0.535,0.531,0.354,0.073,30.4,82.2,56.0,51.1,7.6,6.3,10.8,100,114.9,104.1,0
2015-2016,PHOENIX SUNS,2015-12-11,240,36,83,13,35,11,18,8,32,21,8,7,9,9,0.528,0.512,0.422,0.217,17.8,69.6,44.0,58.3,8.7,11.3,9.0,100,104.1,114.9,0
2015-2016,LOS ANGELES LAKERS,2015-12-11,240,36,88,9,25,6,10,9,27,20,7,5,15,21,0.471,0.46,0.284,0.114,19.1,71.1,42.4,55.6,7.4,7.4,14.0,100,91.8,115.0,0
2015-2016,SAN ANTONIO SPURS,2015-12-11,240,44,82,6,14,15,25,11,38,26,9,6,13,13,0.586,0.573,0.171,0.305,28.9,80.9,57.6,59.1,9.5,9.5,12.3,100,115.0,91.8,0
2015-2016,MILWAUKEE BUCKS,2015-12-11,240,33,80,4,11,13,16,10,30,19,9,4,15,19,0.477,0.438,0.138,0.2,23.8,81.1,50.6,57.6,10.2,8.0,14.7,100,93.6,101.5,0
2015-2016,TORONTO RAPTORS,2015-12-11,240,34,70,7,20,15,23,7,32,16,9,8,16,23,0.562,0.536,0.28600000000000003,0.329,18.9,76.2,49.4,47.1,10.2,11.6,16.6,100,101.5,93.6,0
2015-2016,OKLAHOMA CITY THUNDER,2015-12-11,240,37,79,6,17,14,16,11,34,14,4,2,13,19,0.546,0.506,0.215,0.203,28.2,75.6,53.6,37.8,4.6,4.0,13.1,100,109.0,104.3,0
2015-2016,UTAH JAZZ,2015-12-11,240,33,78,8,28,16,24,11,28,17,7,4,11,16,0.508,0.474,0.359,0.308,24.4,71.8,46.4,51.5,8.1,6.5,11.0,100,104.3,109.0,0
2015-2016,SAN ANTONIO SPURS,2015-12-12,240,36,74,10,20,21,22,6,43,26,11,2,23,16,0.615,0.5539999999999999,0.27,0.297,18.8,86.0,59.8,72.2,11.3,3.6,21.6,100,106.1,80.4,0
2015-2016,ATLANTA HAWKS,2015-12-12,240,30,80,5,24,13,16,7,26,21,15,3,17,15,0.448,0.406,0.3,0.2,14.0,81.3,40.2,70.0,15.5,5.6,16.3,100,80.4,106.1,0
2015-2016,LOS ANGELES CLIPPERS,2015-12-12,240,43,86,8,24,11,18,7,33,28,12,0,12,21,0.5589999999999999,0.547,0.279,0.209,17.1,73.3,46.5,65.1,12.5,0.0,11.3,100,109.5,104.3,0
2015-2016,BROOKLYN NETS,2015-12-12,240,35,79,5,19,25,30,12,34,17,5,2,16,22,0.542,0.475,0.241,0.38,26.7,82.9,53.5,48.6,5.2,3.2,14.8,100,104.3,109.5,0
2015-2016,NEW ORLEANS PELICANS,2015-12-12,240,40,89,6,16,8,11,5,36,26,9,6,10,22,0.501,0.483,0.18,0.124,10.9,83.7,46.1,65.0,9.4,10.3,9.6,100,97.7,101.8,0
2015-2016,CHICAGO BULLS,2015-12-12,240,33,78,8,20,24,29,7,41,17,6,6,13,10,0.54,0.474,0.256,0.3720000000000001,16.3,89.1,53.9,51.5,6.2,8.2,12.5,100,101.8,97.7,0
2015-2016,BOSTON CELTICS,2015-12-12,240,40,96,9,25,9,10,3,39,26,5,5,5,13,0.488,0.464,0.26,0.104,6.3,84.8,44.7,65.0,5.1,9.4,4.7,100,100.1,95.0,0
2015-2016,CHARLOTTE HORNETS,2015-12-12,240,36,88,11,35,10,10,7,45,17,1,5,11,12,0.503,0.472,0.398,0.114,15.2,93.8,55.3,47.2,1.0,7.0,10.6,100,95.0,100.1,0
2015-2016,WASHINGTON WIZARDS,2015-12-12,240,44,85,14,29,12,15,4,35,33,6,6,13,22,0.622,0.6,0.341,0.17600000000000002,10.3,76.1,45.9,75.0,6.1,10.7,12.4,100,115.7,112.7,0
2015-2016,DALLAS MAVERICKS,2015-12-12,240,38,89,14,33,21,24,11,35,23,5,3,12,12,0.557,0.506,0.371,0.27,23.9,89.7,54.1,60.5,5.1,5.4,10.8,100,112.7,115.7,0
2015-2016,INDIANA PACERS,2015-12-12,240,41,82,3,16,11,18,5,28,17,7,2,16,16,0.534,0.518,0.195,0.22,12.2,73.7,41.8,41.5,7.0,3.3,15.1,100,96.6,118.7,0
2015-2016,DETROIT PISTONS,2015-12-12,240,45,90,13,29,15,19,10,36,26,11,6,14,18,0.6,0.5720000000000001,0.322,0.211,26.3,87.8,58.2,57.8,11.1,9.1,12.5,100,118.7,96.6,0
2015-2016,LOS ANGELES LAKERS,2015-12-12,240,35,88,10,32,17,20,11,29,21,11,4,19,23,0.501,0.455,0.364,0.227,22.9,65.9,43.5,60.0,10.8,7.0,16.4,100,95.3,123.8,0
2015-2016,HOUSTON ROCKETS,2015-12-12,240,47,90,15,33,17,28,15,37,32,16,7,16,15,0.616,0.606,0.3670000000000001,0.311,34.1,77.1,56.5,68.1,15.7,12.5,13.5,100,123.8,95.3,0
2015-2016,GOLDEN STATE WARRIORS,2015-12-12,240,36,89,6,27,17,25,15,34,23,9,8,16,20,0.475,0.438,0.303,0.281,29.4,81.0,52.7,63.9,8.9,10.5,13.8,100,94.0,106.9,0
2015-2016,MILWAUKEE BUCKS,2015-12-12,240,44,90,6,14,14,18,8,36,31,12,4,16,24,0.551,0.522,0.156,0.2,19.0,70.6,47.3,70.5,11.9,6.5,14.0,100,106.9,94.0,0
2015-2016,NEW YORK KNICKS,2015-12-12,240,39,75,9,21,25,28,7,27,17,3,3,11,22,0.6409999999999999,0.58,0.28,0.373,21.9,65.9,46.6,43.6,3.4,4.4,11.2,100,125.3,123.0,0
2015-2016,PORTLAND TRAIL BLAZERS,2015-12-12,240,41,89,6,21,22,29,14,25,15,4,0,7,22,0.54,0.494,0.236,0.326,34.1,78.1,53.4,36.6,4.5,0.0,6.4,100,123.0,125.3,0
2015-2016,MEMPHIS GRIZZLIES,2015-12-13,240,40,77,7,19,10,14,5,28,23,10,3,13,21,0.583,0.565,0.247,0.182,15.2,80.0,48.5,57.5,11.3,5.5,13.5,100,109.5,112.8,0
2015-2016,MIAMI HEAT,2015-12-13,240,37,77,7,22,19,23,7,28,18,9,1,10,15,0.574,0.526,0.28600000000000003,0.299,20.0,84.8,51.5,48.6,10.2,1.7,10.3,100,112.8,109.5,0
2015-2016,UTAH JAZZ,2015-12-13,265,39,94,8,22,12,20,16,28,14,6,2,11,24,0.477,0.457,0.234,0.213,32.0,77.8,51.2,35.9,6.5,3.4,9.7,100,106.1,112.6,0
2015-2016,OKLAHOMA CITY THUNDER,2015-12-13,265,35,79,7,21,27,30,8,34,18,7,13,10,18,0.564,0.487,0.266,0.38,22.2,68.0,48.8,51.4,7.6,18.1,9.8,100,112.6,106.1,0
2015-2016,MINNESOTA TIMBERWOLVES,2015-12-13,240,33,73,8,19,27,34,9,29,22,7,4,24,26,0.574,0.507,0.26,0.466,25.7,70.7,50.0,66.7,7.2,7.0,21.4,100,103.5,110.7,0
2015-2016,PHOENIX SUNS,2015-12-13,240,39,87,10,30,20,24,12,26,28,16,8,14,26,0.5539999999999999,0.506,0.345,0.276,29.3,74.3,50.0,71.8,16.4,14.8,12.5,100,110.7,103.5,0
2015-2016,PHILADELPHIA 76ERS,2015-12-13,240,28,84,10,28,10,14,15,37,18,1,9,22,20,0.421,0.393,0.333,0.16699999999999998,31.3,82.2,55.9,64.3,1.1,16.1,19.6,100,82.7,104.5,0
2015-2016,TORONTO RAPTORS,2015-12-13,240,32,78,7,22,25,34,8,33,14,11,9,8,15,0.516,0.455,0.282,0.436,17.8,68.8,44.1,43.8,12.0,16.1,7.9,100,104.5,82.7,0
2015-2016,MIAMI HEAT,2015-12-14,240,40,89,7,16,13,15,15,39,26,6,5,15,16,0.523,0.489,0.18,0.16899999999999998,33.3,84.8,59.3,65.0,6.4,9.8,13.6,100,106.3,93.5,0
2015-2016,ATLANTA HAWKS,2015-12-14,240,33,84,8,33,14,15,7,30,25,7,4,14,21,0.486,0.44,0.393,0.179,15.2,66.7,40.7,75.8,7.4,5.5,13.4,100,93.5,106.3,0
2015-2016,ORLANDO MAGIC,2015-12-14,240,41,76,9,21,14,20,7,36,24,12,3,16,18,0.619,0.599,0.276,0.263,18.9,80.0,52.4,58.5,12.9,4.9,15.9,100,113.0,88.3,0
2015-2016,BROOKLYN NETS,2015-12-14,240,31,80,7,19,13,16,9,30,23,5,0,17,19,0.471,0.431,0.238,0.2,20.0,81.1,47.6,74.2,5.4,0.0,16.3,100,88.3,113.0,0
2015-2016,PHILADELPHIA 76ERS,2015-12-14,240,38,92,11,31,9,13,9,27,19,6,8,11,17,0.491,0.473,0.337,0.141,17.3,73.0,40.4,50.0,6.2,12.7,10.1,100,98.7,118.3,0
2015-2016,CHICAGO BULLS,2015-12-14,240,43,85,8,22,21,26,10,43,28,7,8,13,15,0.596,0.5529999999999999,0.259,0.306,27.0,82.7,59.6,65.1,7.2,13.1,11.9,100,118.3,98.7,0
2015-2016,PHOENIX SUNS,2015-12-14,240,33,80,9,25,19,27,12,35,19,9,5,16,23,0.512,0.469,0.313,0.338,25.0,87.5,53.4,57.6,9.5,11.1,14.8,100,98.7,109.2,0
2015-2016,DALLAS MAVERICKS,2015-12-14,240,38,77,12,32,16,21,5,36,17,12,1,16,22,0.603,0.5710000000000001,0.416,0.273,12.5,75.0,46.6,44.7,12.6,1.8,15.6,100,109.2,98.7,0
2015-2016,HOUSTON ROCKETS,2015-12-14,240,41,87,18,40,8,11,5,21,26,14,1,11,22,0.588,0.575,0.46,0.126,11.9,58.3,33.3,63.4,14.8,1.8,10.7,100,114.5,120.8,0
2015-2016,DENVER NUGGETS,2015-12-14,240,42,82,8,25,22,25,15,37,26,8,5,18,15,0.613,0.561,0.305,0.305,41.7,88.1,66.7,61.9,8.5,10.6,16.2,100,120.8,114.5,0
2015-2016,LOS ANGELES CLIPPERS,2015-12-14,265,44,97,6,19,11,15,10,29,29,9,4,10,22,0.507,0.485,0.196,0.155,20.4,65.9,41.9,65.9,8.9,5.7,8.8,100,104.0,102.1,0
2015-2016,DETROIT PISTONS,2015-12-14,265,37,89,6,19,23,31,15,39,17,8,0,18,21,0.502,0.449,0.213,0.348,34.1,79.6,58.1,45.9,7.9,0.0,14.9,100,102.1,104.0,0
2015-2016,TORONTO RAPTORS,2015-12-14,240,29,79,10,28,22,26,15,30,10,9,6,18,21,0.498,0.43,0.354,0.329,30.6,75.0,50.6,34.5,9.7,9.4,16.6,100,97.1,114.4,0
2015-2016,INDIANA PACERS,2015-12-14,240,41,86,10,22,14,16,10,34,14,8,3,14,21,0.57,0.535,0.256,0.18600000000000005,25.0,69.4,49.4,34.1,8.6,5.9,13.1,100,114.4,97.1,0
2015-2016,WASHINGTON WIZARDS,2015-12-14,240,37,86,9,24,12,20,10,26,22,9,3,14,13,0.501,0.483,0.279,0.233,23.3,81.3,48.0,59.5,9.5,4.8,12.9,100,100.0,117.9,0
2015-2016,MEMPHIS GRIZZLIES,2015-12-14,240,44,78,10,15,14,15,6,33,26,8,5,17,18,0.662,0.628,0.192,0.192,18.8,76.7,52.0,59.1,8.4,8.1,16.7,100,117.9,100.0,0
2015-2016,NEW ORLEANS PELICANS,2015-12-14,240,36,82,8,25,21,27,5,36,15,9,9,9,22,0.5379999999999999,0.488,0.305,0.329,11.1,78.3,45.1,41.7,9.3,18.4,8.7,100,104.5,108.7,0
2015-2016,PORTLAND TRAIL BLAZERS,2015-12-14,240,35,81,13,32,22,29,10,40,28,7,5,15,21,0.56,0.512,0.395,0.358,21.7,88.9,54.9,80.0,7.2,8.8,13.8,100,108.7,104.5,0
2015-2016,UTAH JAZZ,2015-12-14,240,32,79,3,11,14,17,7,25,18,8,3,11,23,0.468,0.424,0.139,0.215,15.2,73.5,40.0,56.3,9.1,5.6,11.3,100,91.7,133.6,0
2015-2016,SAN ANTONIO SPURS,2015-12-14,240,42,75,9,21,25,27,9,39,24,6,2,11,17,0.679,0.62,0.28,0.36,26.5,84.8,60.0,57.1,6.8,2.9,11.2,100,133.6,91.7,0
2015-2016,CLEVELAND CAVALIERS,2015-12-15,240,36,78,8,23,9,10,6,40,17,5,7,14,17,0.54,0.513,0.295,0.128,17.1,76.9,52.9,47.2,5.7,12.7,14.5,100,100.9,87.3,0
2015-2016,BOSTON CELTICS,2015-12-15,240,28,87,9,32,12,14,12,29,18,6,6,10,11,0.413,0.374,0.368,0.161,23.1,82.9,47.1,64.3,6.8,10.9,9.7,100,87.3,100.9,0
2015-2016,MILWAUKEE BUCKS,2015-12-15,240,40,85,4,13,11,20,12,26,23,7,7,11,20,0.506,0.494,0.153,0.235,26.1,59.1,42.2,57.5,7.6,11.3,10.5,100,103.6,123.2,0
2015-2016,LOS ANGELES LAKERS,2015-12-15,240,41,89,10,27,21,25,18,34,26,7,3,14,18,0.565,0.517,0.303,0.281,40.9,73.9,57.8,63.4,7.6,4.2,12.3,100,123.2,103.6,0
2015-2016,DENVER NUGGETS,2015-12-15,240,41,73,10,18,20,27,10,29,24,9,6,14,26,0.66,0.63,0.247,0.37,32.3,74.4,55.7,58.5,10.4,9.0,14.2,100,128.8,115.0,0
2015-2016,MINNESOTA TIMBERWOLVES,2015-12-15,240,36,77,4,10,24,31,10,21,21,6,6,9,24,0.552,0.494,0.13,0.403,25.6,67.7,44.3,58.3,6.9,10.9,9.0,100,115.0,128.8,0
2015-2016,HOUSTON ROCKETS,2015-12-15,240,34,82,12,39,17,23,7,29,22,17,3,21,28,0.526,0.488,0.476,0.28,15.6,76.3,43.4,64.7,16.2,5.9,18.6,100,92.6,102.2,0
2015-2016,SACRAMENTO KINGS,2015-12-15,240,38,75,11,24,20,29,9,38,25,13,3,28,19,0.61,0.58,0.32,0.387,23.7,84.4,56.6,65.8,12.4,7.0,24.2,100,102.2,92.6,0
2015-2016,PHILADELPHIA 76ERS,2015-12-16,240,39,75,12,26,16,24,7,25,20,5,2,22,21,0.619,0.6,0.34700000000000003,0.32,23.3,92.6,56.1,51.3,5.1,3.5,20.5,100,108.8,130.4,0
2015-2016,ATLANTA HAWKS,2015-12-16,240,48,78,10,21,21,24,2,23,32,11,7,12,21,0.7170000000000001,0.679,0.269,0.308,7.4,76.7,43.9,66.7,11.3,14.3,11.9,100,130.4,108.8,0
2015-2016,MIAMI HEAT,2015-12-16,240,40,75,7,21,17,24,8,37,16,4,6,12,13,0.608,0.58,0.28,0.32,24.2,78.7,56.3,40.0,4.5,8.2,12.3,100,117.2,110.5,0
2015-2016,BROOKLYN NETS,2015-12-16,240,42,89,4,16,10,14,10,25,24,6,3,6,18,0.515,0.494,0.18,0.157,21.3,75.8,43.8,57.1,6.8,5.6,5.9,100,110.5,117.2,0
2015-2016,MEMPHIS GRIZZLIES,2015-12-16,240,32,76,5,19,16,28,5,36,27,6,5,13,20,0.481,0.454,0.25,0.368,12.2,80.0,47.7,84.4,6.3,8.1,12.8,100,88.6,102.2,0
2015-2016,CHICAGO BULLS,2015-12-16,240,38,86,9,24,13,19,9,36,22,5,6,14,17,0.519,0.494,0.279,0.221,20.0,87.8,52.3,57.9,5.2,10.5,12.9,100,102.2,88.6,0
2015-2016,BOSTON CELTICS,2015-12-16,240,43,89,10,25,20,24,10,34,17,4,2,18,35,0.583,0.539,0.281,0.27,25.6,82.9,55.0,39.5,3.9,3.5,15.3,100,114.4,117.3,0
2015-2016,DETROIT PISTONS,2015-12-16,240,38,78,11,21,32,43,7,29,13,5,4,11,22,0.614,0.5579999999999999,0.269,0.551,17.1,74.4,45.0,34.2,4.9,6.3,10.2,100,117.3,114.4,0
2015-2016,PHOENIX SUNS,2015-12-16,240,41,91,5,22,16,18,7,34,28,11,4,20,20,0.521,0.478,0.242,0.198,14.9,79.1,45.6,68.3,10.2,7.1,16.8,100,95.1,118.2,0
2015-2016,GOLDEN STATE WARRIORS,2015-12-16,240,46,88,15,32,21,27,9,40,32,12,4,17,17,0.6409999999999999,0.608,0.364,0.307,20.9,85.1,54.4,69.6,11.1,5.8,14.5,100,118.2,95.1,0
2015-2016,DALLAS MAVERICKS,2015-12-16,240,33,90,8,33,7,10,11,36,16,2,3,11,16,0.429,0.411,0.3670000000000001,0.111,20.8,87.8,50.0,48.5,2.1,5.0,10.4,100,85.2,112.5,0
2015-2016,INDIANA PACERS,2015-12-16,240,43,89,11,29,10,17,5,42,28,9,4,8,17,0.555,0.545,0.326,0.191,12.2,79.2,50.0,65.1,9.5,7.0,7.7,100,112.5,85.2,0
2015-2016,MILWAUKEE BUCKS,2015-12-16,240,38,88,5,16,9,11,15,26,21,9,6,11,21,0.485,0.46,0.182,0.125,33.3,72.2,50.6,55.3,10.4,11.1,10.6,100,104.3,119.4,0
2015-2016,LOS ANGELES CLIPPERS,2015-12-16,240,36,75,11,21,20,24,10,30,25,7,4,14,10,0.602,0.5529999999999999,0.28,0.32,27.8,66.7,49.4,69.4,8.1,5.6,14.1,100,119.4,104.3,0
2015-2016,MINNESOTA TIMBERWOLVES,2015-12-16,240,42,101,4,21,14,14,16,34,21,12,2,7,23,0.476,0.436,0.208,0.139,30.8,70.8,50.0,50.0,12.6,3.1,6.1,100,107.3,112.5,0
2015-2016,NEW YORK KNICKS,2015-12-16,240,37,85,8,21,25,30,14,36,28,2,10,14,17,0.545,0.482,0.247,0.353,29.2,69.2,50.0,75.7,2.1,12.5,12.5,100,112.5,107.3,0
2015-2016,PORTLAND TRAIL BLAZERS,2015-12-16,240,32,92,11,26,15,18,17,30,13,6,3,18,28,0.45,0.408,0.28300000000000003,0.196,31.5,68.2,48.0,40.6,6.2,4.6,15.3,100,92.4,108.8,0
2015-2016,OKLAHOMA CITY THUNDER,2015-12-16,240,38,79,2,14,28,37,14,37,13,6,8,18,20,0.556,0.494,0.177,0.468,31.8,68.5,52.0,34.2,6.2,12.1,15.9,100,108.8,92.4,0
2015-2016,CHARLOTTE HORNETS,2015-12-16,240,36,79,14,34,12,15,7,26,23,12,3,16,19,0.5720000000000001,0.544,0.43,0.19,16.3,86.7,45.2,63.9,12.7,5.7,15.7,100,103.9,119.8,0
2015-2016,ORLANDO MAGIC,2015-12-16,240,43,77,14,24,13,15,4,36,28,12,4,17,15,0.6759999999999999,0.649,0.312,0.195,13.3,83.7,54.8,65.1,12.7,8.9,16.9,100,119.8,103.9,0
2015-2016,WASHINGTON WIZARDS,2015-12-16,240,35,84,3,15,22,25,10,28,22,6,4,12,18,0.5,0.435,0.179,0.298,22.2,77.8,46.9,62.9,6.4,6.6,11.2,100,100.9,121.1,0
2015-2016,SAN ANTONIO SPURS,2015-12-16,240,44,83,8,22,18,23,8,35,29,10,9,11,21,0.612,0.578,0.265,0.277,22.2,77.8,53.1,65.9,10.6,13.0,10.6,100,121.1,100.9,0
2015-2016,NEW ORLEANS PELICANS,2015-12-16,240,34,73,10,21,26,28,8,28,14,9,2,10,24,0.609,0.534,0.28800000000000003,0.384,21.6,84.8,51.4,41.2,10.6,4.3,10.5,100,122.3,110.5,0
2015-2016,UTAH JAZZ,2015-12-16,240,32,67,7,20,23,29,5,29,17,4,4,12,20,0.589,0.53,0.299,0.433,15.2,78.4,48.6,53.1,4.7,7.7,13.1,100,110.5,122.3,0
2015-2016,TORONTO RAPTORS,2015-12-17,265,35,97,9,39,20,28,9,37,18,7,10,8,22,0.453,0.407,0.402,0.289,16.7,86.0,47.4,51.4,6.7,17.9,6.8,100,95.0,104.6,0
2015-2016,CHARLOTTE HORNETS,2015-12-17,265,37,85,10,29,25,31,6,45,23,5,9,13,23,0.5529999999999999,0.494,0.341,0.365,14.0,83.3,52.6,62.2,4.8,15.5,11.6,100,104.6,95.0,0
2015-2016,OKLAHOMA CITY THUNDER,2015-12-17,240,35,74,6,20,24,28,9,27,23,7,7,12,20,0.579,0.514,0.27,0.378,25.7,62.8,46.2,65.7,7.9,11.9,12.2,100,113.0,117.5,0
2015-2016,CLEVELAND CAVALIERS,2015-12-17,240,41,88,12,29,10,13,16,26,29,6,1,16,22,0.555,0.534,0.33,0.14800000000000002,37.2,74.3,53.8,70.7,6.8,1.9,14.6,100,117.5,113.0,0
2015-2016,HOUSTON ROCKETS,2015-12-17,240,34,88,12,31,27,42,23,31,22,9,8,13,17,0.502,0.455,0.35200000000000004,0.477,41.1,70.5,54.0,64.7,9.8,13.3,10.9,100,116.2,94.5,0
2015-2016,LOS ANGELES LAKERS,2015-12-17,240,36,84,5,24,10,18,13,33,22,5,5,14,27,0.473,0.458,0.28600000000000003,0.214,29.5,58.9,46.0,61.1,5.4,8.8,13.2,100,94.5,116.2,0
2015-2016,ATLANTA HAWKS,2015-12-18,240,41,88,4,20,23,29,9,33,23,11,4,12,28,0.541,0.489,0.227,0.33,19.6,84.6,49.4,56.1,10.7,7.4,10.6,100,106.3,98.5,0
2015-2016,BOSTON CELTICS,2015-12-18,240,34,77,10,23,23,31,6,37,19,5,2,21,25,0.557,0.506,0.299,0.403,15.4,80.4,50.6,55.9,4.9,2.9,18.8,100,98.5,106.3,0
