season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2017-2018,BROOKLYN NETS,2017-11-26,240,33,74,13,29,19,23,12,31,19,7,7,17,22,0.583,0.534,0.392,0.311,33.3,73.8,55.1,57.6,8.1,12.7,16.8,100,113.1,101.5,0
2017-2018,MEMPHIS GRIZZLIES,2017-11-26,240,32,80,8,25,16,18,11,24,15,8,3,14,24,0.5,0.45,0.313,0.225,26.2,66.7,44.9,46.9,9.2,6.7,13.7,100,101.5,113.1,0
2017-2018,PHOENIX SUNS,2017-11-26,240,43,85,13,26,9,12,11,26,25,6,1,15,20,0.598,0.5820000000000001,0.306,0.141,27.5,57.8,43.5,58.1,6.6,1.4,14.2,100,118.4,130.5,0
2017-2018,MINNESOTA TIMBERWOLVES,2017-11-26,240,49,93,9,21,12,17,19,29,24,12,5,10,14,0.5920000000000001,0.575,0.226,0.183,42.2,72.5,56.5,49.0,13.2,8.5,9.1,100,130.5,118.4,0
2017-2018,DETROIT PISTONS,2017-11-27,240,44,85,11,25,19,23,8,32,26,8,2,8,19,0.62,0.5820000000000001,0.294,0.271,20.5,86.5,52.6,59.1,8.4,4.5,7.8,100,124.0,113.5,0
2017-2018,BOSTON CELTICS,2017-11-27,240,40,77,16,33,12,21,5,31,27,2,4,17,23,0.626,0.623,0.429,0.273,13.5,79.5,47.4,67.5,2.1,6.7,16.5,100,113.5,124.0,0
2017-2018,SACRAMENTO KINGS,2017-11-27,240,42,79,9,17,17,21,11,25,27,7,6,13,15,0.623,0.589,0.215,0.266,28.9,73.5,50.0,64.3,7.9,14.0,12.8,100,124.1,119.6,0
2017-2018,GOLDEN STATE WARRIORS,2017-11-27,240,40,80,16,37,10,14,9,27,31,9,6,14,15,0.615,0.6,0.463,0.175,26.5,71.1,50.0,77.5,10.2,9.7,14.0,100,119.6,124.1,0
2017-2018,BROOKLYN NETS,2017-11-27,240,40,86,10,39,13,17,6,37,24,5,4,13,19,0.551,0.523,0.453,0.198,15.0,82.2,50.6,60.0,5.0,11.1,12.2,100,103.5,117.6,0
2017-2018,HOUSTON ROCKETS,2017-11-27,240,42,86,20,50,13,20,8,34,31,8,4,15,19,0.617,0.605,0.581,0.233,17.8,85.0,49.4,73.8,8.0,8.5,13.7,100,117.6,103.5,0
2017-2018,ORLANDO MAGIC,2017-11-27,240,40,92,16,41,13,16,10,25,22,4,9,14,23,0.55,0.522,0.446,0.174,22.2,75.8,44.9,55.0,4.1,17.0,12.4,100,112.5,124.8,0
2017-2018,INDIANA PACERS,2017-11-27,240,42,79,15,26,22,26,8,35,25,7,8,14,18,0.669,0.627,0.329,0.329,24.2,77.8,55.1,59.5,7.2,15.7,13.4,100,124.8,112.5,0
2017-2018,LOS ANGELES LAKERS,2017-11-27,240,44,91,11,30,16,24,12,31,23,10,5,16,29,0.5660000000000001,0.544,0.33,0.264,26.1,75.6,49.4,52.3,9.7,8.8,13.6,100,111.7,116.5,0
2017-2018,LOS ANGELES CLIPPERS,2017-11-27,240,41,85,10,28,28,30,10,34,19,7,3,17,22,0.611,0.541,0.329,0.353,24.4,73.9,50.6,46.3,6.8,4.9,14.8,100,116.5,111.7,0
2017-2018,PORTLAND TRAIL BLAZERS,2017-11-27,240,37,83,7,21,22,26,5,40,18,10,3,9,22,0.545,0.488,0.253,0.313,11.9,74.1,46.9,48.6,10.4,4.1,8.7,100,107.5,95.0,0
2017-2018,NEW YORK KNICKS,2017-11-27,240,35,88,5,15,16,22,14,37,13,3,3,13,20,0.466,0.426,0.17,0.25,25.9,88.1,53.1,37.1,3.1,4.8,11.7,100,95.0,107.5,0
2017-2018,CLEVELAND CAVALIERS,2017-11-27,240,41,86,15,37,16,20,11,35,25,7,3,11,21,0.596,0.564,0.43,0.233,26.2,61.4,46.5,61.0,7.6,4.4,10.4,100,123.1,99.1,0
2017-2018,PHILADELPHIA 76ERS,2017-11-27,240,36,96,3,28,16,20,22,31,15,6,2,12,18,0.434,0.391,0.292,0.208,38.6,73.8,53.5,41.7,6.5,4.1,10.3,100,99.1,123.1,0
2017-2018,DALLAS MAVERICKS,2017-11-27,240,41,85,14,32,12,17,4,36,25,7,0,11,19,0.584,0.565,0.376,0.2,9.3,90.0,48.2,61.0,7.2,0.0,10.6,100,111.0,118.2,0
2017-2018,SAN ANTONIO SPURS,2017-11-27,240,43,82,10,24,19,21,4,39,27,7,5,10,16,0.63,0.585,0.293,0.256,10.0,90.7,51.8,62.8,7.2,9.4,9.9,100,118.2,111.0,0
2017-2018,PHOENIX SUNS,2017-11-28,240,38,87,11,30,17,23,13,44,25,4,4,15,12,0.535,0.5,0.345,0.264,28.9,83.0,58.2,65.8,4.1,7.4,13.4,100,107.8,102.7,0
2017-2018,CHICAGO BULLS,2017-11-28,240,38,94,16,40,7,10,9,32,27,11,7,9,20,0.503,0.489,0.426,0.106,17.0,71.1,41.8,71.1,11.4,12.3,8.4,100,102.7,107.8,0
2017-2018,MIAMI HEAT,2017-11-28,240,37,84,10,31,13,20,8,34,24,7,5,15,19,0.523,0.5,0.369,0.238,16.7,87.2,48.3,64.9,7.1,10.4,13.9,100,98.9,110.1,0
2017-2018,CLEVELAND CAVALIERS,2017-11-28,240,40,81,11,33,17,23,5,40,21,12,2,13,17,0.593,0.562,0.407,0.284,12.8,83.3,51.7,52.5,12.2,3.8,12.5,100,110.1,98.9,0
2017-2018,WASHINGTON WIZARDS,2017-11-28,240,36,83,10,28,10,17,9,35,23,5,4,7,16,0.508,0.494,0.337,0.205,20.0,72.9,47.3,63.9,5.8,7.3,7.2,100,106.4,103.0,0
2017-2018,MINNESOTA TIMBERWOLVES,2017-11-28,240,35,85,10,30,9,14,13,36,27,3,1,10,17,0.488,0.471,0.353,0.165,27.1,80.0,52.7,77.1,3.5,1.8,9.9,100,103.0,106.4,0
2017-2018,MILWAUKEE BUCKS,2017-11-28,240,42,71,9,22,19,31,1,37,27,13,5,12,22,0.662,0.655,0.31,0.4370000000000001,3.1,80.4,48.7,64.3,13.7,8.3,12.4,100,118.3,91.9,0
2017-2018,SACRAMENTO KINGS,2017-11-28,240,31,77,5,17,20,29,9,31,15,5,2,16,21,0.485,0.435,0.221,0.377,19.6,96.9,51.3,48.4,5.3,4.1,15.1,100,91.9,118.3,0
2017-2018,DENVER NUGGETS,2017-11-28,240,28,78,7,34,14,16,12,30,13,6,4,17,13,0.453,0.404,0.436,0.205,26.1,76.9,49.4,46.4,6.7,7.3,16.7,100,86.5,119.1,0
2017-2018,UTAH JAZZ,2017-11-28,240,42,87,14,32,8,9,9,34,24,7,6,11,20,0.583,0.563,0.368,0.103,23.1,73.9,50.6,57.1,7.9,13.6,10.8,100,119.1,86.5,0
2017-2018,BROOKLYN NETS,2017-11-29,240,42,90,11,29,14,25,14,38,25,5,1,14,21,0.54,0.528,0.322,0.278,27.5,84.4,54.2,59.5,5.1,1.8,12.2,100,111.3,106.2,0
2017-2018,DALLAS MAVERICKS,2017-11-29,240,39,84,9,27,17,21,7,37,26,5,3,11,23,0.5579999999999999,0.518,0.321,0.25,15.6,72.5,45.8,66.7,5.1,4.9,10.6,100,106.2,111.3,0
2017-2018,PHOENIX SUNS,2017-11-29,240,39,84,7,22,22,28,8,29,21,11,4,19,19,0.555,0.506,0.262,0.333,17.0,85.3,45.7,53.8,10.2,6.6,16.5,100,98.9,121.1,0
2017-2018,DETROIT PISTONS,2017-11-29,240,51,89,13,28,16,21,5,39,31,11,6,19,22,0.667,0.6459999999999999,0.315,0.236,14.7,83.0,54.3,60.8,10.2,9.7,16.2,100,121.1,98.9,0
2017-2018,INDIANA PACERS,2017-11-29,240,42,88,7,28,6,6,6,30,18,9,7,14,17,0.535,0.517,0.318,0.068,13.3,75.0,42.4,42.9,9.2,15.2,13.4,100,99.2,120.7,0
2017-2018,HOUSTON ROCKETS,2017-11-29,240,42,86,18,40,16,21,10,39,26,9,0,15,10,0.619,0.593,0.465,0.244,25.0,86.7,57.6,61.9,9.2,0.0,13.6,100,120.7,99.2,0
2017-2018,GOLDEN STATE WARRIORS,2017-11-29,265,47,94,12,30,21,28,12,37,30,10,4,22,19,0.597,0.564,0.319,0.298,30.8,84.1,59.0,63.8,8.9,5.6,17.1,100,112.6,109.1,0
2017-2018,LOS ANGELES LAKERS,2017-11-29,265,47,95,9,24,20,25,7,27,30,12,5,17,23,0.58,0.542,0.253,0.263,15.9,69.2,41.0,63.8,10.6,7.8,13.8,100,109.1,112.6,0
2017-2018,MINNESOTA TIMBERWOLVES,2017-11-29,240,47,81,9,23,17,19,10,34,30,10,1,17,14,0.6709999999999999,0.636,0.284,0.235,33.3,81.0,61.1,63.8,10.6,2.0,16.0,100,127.2,108.1,0
2017-2018,NEW ORLEANS PELICANS,2017-11-29,240,39,84,14,35,10,11,8,20,27,8,2,16,17,0.574,0.5479999999999999,0.417,0.131,19.0,66.7,38.9,69.2,8.5,3.4,15.3,100,108.1,127.2,0
2017-2018,MIAMI HEAT,2017-11-29,240,32,84,10,38,12,20,9,22,21,13,4,15,20,0.463,0.44,0.452,0.238,17.0,73.3,37.3,65.6,13.5,6.7,13.9,100,89.3,119.4,0
2017-2018,NEW YORK KNICKS,2017-11-29,240,44,73,5,13,22,26,8,44,26,10,5,20,20,0.6809999999999999,0.637,0.17800000000000002,0.35600000000000004,26.7,83.0,62.7,59.1,10.4,10.9,19.1,100,119.4,89.3,0
2017-2018,OKLAHOMA CITY THUNDER,2017-11-29,240,38,96,12,32,20,30,21,27,17,8,5,13,20,0.495,0.458,0.333,0.313,37.5,93.1,56.5,44.7,8.2,10.9,10.6,100,110.9,124.2,0
2017-2018,ORLANDO MAGIC,2017-11-29,240,45,76,13,30,18,26,2,35,28,9,7,13,22,0.6920000000000001,0.6779999999999999,0.395,0.342,6.9,62.5,43.5,62.2,9.2,10.9,12.9,100,124.2,110.9,0
2017-2018,WASHINGTON WIZARDS,2017-11-29,240,36,89,9,22,32,37,7,28,22,8,4,11,42,0.537,0.455,0.247,0.416,14.0,57.1,35.4,61.1,7.6,6.3,9.5,100,107.5,112.2,0
2017-2018,PHILADELPHIA 76ERS,2017-11-29,240,37,81,3,18,41,64,21,43,23,6,8,17,27,0.54,0.475,0.222,0.79,42.9,86.0,64.6,62.2,5.7,11.9,13.5,100,112.2,107.5,0
2017-2018,MEMPHIS GRIZZLIES,2017-11-29,240,35,77,11,22,14,16,11,26,21,4,1,17,19,0.565,0.526,0.28600000000000003,0.208,28.9,83.9,53.6,60.0,4.6,1.8,16.8,100,109.4,119.8,0
2017-2018,SAN ANTONIO SPURS,2017-11-29,240,38,75,8,20,20,24,5,27,22,9,5,8,17,0.608,0.56,0.267,0.32,16.1,71.1,46.4,57.9,10.4,9.1,8.6,100,119.8,109.4,0
2017-2018,CHARLOTTE HORNETS,2017-11-29,240,37,79,9,19,30,35,7,29,26,6,2,12,17,0.599,0.525,0.241,0.443,20.0,72.5,48.0,70.3,6.2,3.0,11.3,100,116.6,130.0,0
2017-2018,TORONTO RAPTORS,2017-11-29,240,52,98,14,32,8,11,11,28,24,6,2,9,23,0.613,0.602,0.327,0.112,27.5,80.0,52.0,46.2,6.2,3.3,8.0,100,130.0,116.6,0
2017-2018,CLEVELAND CAVALIERS,2017-11-30,240,41,79,18,39,21,27,12,28,30,9,5,19,20,0.6659999999999999,0.633,0.494,0.342,36.4,77.8,58.0,73.2,9.4,10.4,17.3,100,127.0,119.6,0
2017-2018,ATLANTA HAWKS,2017-11-30,240,41,79,12,31,20,24,8,21,24,9,4,17,20,0.636,0.595,0.392,0.304,22.2,63.6,42.0,58.5,9.4,10.0,16.0,100,119.6,127.0,0
2017-2018,PHILADELPHIA 76ERS,2017-11-30,240,35,84,16,32,11,18,15,30,24,11,1,19,22,0.528,0.512,0.381,0.214,31.3,81.1,52.9,68.6,11.6,2.0,17.1,100,102.7,114.3,0
2017-2018,BOSTON CELTICS,2017-11-30,240,40,79,12,29,16,20,7,33,25,7,7,16,20,0.615,0.5820000000000001,0.3670000000000001,0.253,18.9,68.8,47.1,62.5,7.4,13.5,15.4,100,114.3,102.7,0
2017-2018,CHICAGO BULLS,2017-11-30,240,44,82,9,24,13,21,6,34,25,4,4,11,27,0.603,0.591,0.293,0.256,15.4,75.6,47.6,56.8,4.2,7.7,10.8,100,115.3,116.4,0
2017-2018,DENVER NUGGETS,2017-11-30,240,38,83,12,31,23,31,11,33,22,7,4,12,19,0.574,0.53,0.373,0.373,24.4,84.6,52.4,57.9,7.3,6.9,11.0,100,116.4,115.3,0
2017-2018,UTAH JAZZ,2017-11-30,240,49,85,17,35,11,14,10,23,38,13,2,13,20,0.691,0.6759999999999999,0.412,0.165,27.8,69.7,47.8,77.6,14.2,4.9,12.5,100,137.3,116.6,0
2017-2018,LOS ANGELES CLIPPERS,2017-11-30,240,38,70,10,29,21,30,10,26,23,8,6,19,16,0.643,0.614,0.414,0.429,30.3,72.2,52.2,60.5,8.7,12.0,18.6,100,116.6,137.3,0
2017-2018,MILWAUKEE BUCKS,2017-11-30,240,42,87,6,20,13,15,5,30,19,11,5,9,20,0.55,0.517,0.23,0.172,11.1,75.0,41.2,45.2,11.4,8.3,8.8,100,107.0,94.5,0
2017-2018,PORTLAND TRAIL BLAZERS,2017-11-30,240,35,83,6,23,15,17,10,40,17,5,3,19,14,0.503,0.458,0.277,0.205,25.0,88.9,58.8,48.6,5.2,4.5,17.4,100,94.5,107.0,0
2017-2018,SACRAMENTO KINGS,2017-12-01,240,45,85,6,18,11,14,8,35,29,5,10,12,15,0.5870000000000001,0.565,0.212,0.165,21.1,81.4,53.1,64.4,5.3,18.5,11.6,100,114.3,113.2,0
2017-2018,CHICAGO BULLS,2017-12-01,240,42,90,13,36,9,13,8,30,30,8,2,8,16,0.5539999999999999,0.539,0.4,0.14400000000000002,18.6,78.9,46.9,71.4,8.5,3.0,7.7,100,113.2,114.3,0
2017-2018,SAN ANTONIO SPURS,2017-12-01,240,31,70,11,27,22,32,7,36,20,8,5,13,18,0.565,0.521,0.386,0.457,18.9,81.8,53.1,64.5,9.1,8.5,13.4,100,107.6,89.5,0
2017-2018,MEMPHIS GRIZZLIES,2017-12-01,240,30,74,5,15,14,18,8,30,19,8,6,16,26,0.482,0.439,0.203,0.243,18.2,81.1,46.9,63.3,9.1,14.0,16.3,100,89.5,107.6,0
2017-2018,CHARLOTTE HORNETS,2017-12-01,240,38,79,5,20,19,21,10,30,21,9,5,22,24,0.5670000000000001,0.513,0.253,0.266,25.0,76.9,50.6,55.3,9.1,11.1,20.0,100,101.2,106.2,0
2017-2018,MIAMI HEAT,2017-12-01,240,39,80,14,35,13,21,9,30,25,8,4,21,24,0.588,0.575,0.438,0.263,23.1,75.0,49.4,64.1,8.1,6.8,19.0,100,106.2,101.2,0
2017-2018,MINNESOTA TIMBERWOLVES,2017-12-01,240,39,76,12,24,17,21,6,20,26,7,5,16,20,0.628,0.5920000000000001,0.316,0.276,17.1,60.6,38.2,66.7,7.6,9.4,15.8,100,116.7,121.0,0
2017-2018,OKLAHOMA CITY THUNDER,2017-12-01,240,41,79,8,26,21,22,13,29,28,7,7,18,24,0.626,0.57,0.329,0.278,39.4,82.9,61.8,68.3,7.6,13.5,16.9,100,121.0,116.7,0
2017-2018,GOLDEN STATE WARRIORS,2017-12-01,240,55,88,12,24,11,11,7,35,46,9,11,19,16,0.716,0.693,0.273,0.125,24.1,72.9,54.5,83.6,8.8,16.2,17.0,100,129.8,109.3,0
2017-2018,ORLANDO MAGIC,2017-12-01,240,44,96,11,28,13,18,13,22,23,9,4,14,15,0.539,0.516,0.292,0.188,27.1,75.9,45.5,52.3,8.8,6.3,11.9,100,109.3,129.8,0
2017-2018,INDIANA PACERS,2017-12-01,240,45,102,8,26,17,22,15,31,21,7,5,10,17,0.515,0.48,0.255,0.21600000000000005,30.0,72.1,49.5,46.7,6.8,7.7,8.2,100,112.0,116.9,0
2017-2018,TORONTO RAPTORS,2017-12-01,240,48,97,10,32,14,21,12,35,29,6,8,12,18,0.565,0.546,0.33,0.21600000000000005,27.9,70.0,50.5,60.4,5.8,10.5,10.1,100,116.9,112.0,0
2017-2018,NEW ORLEANS PELICANS,2017-12-01,240,42,87,15,30,9,15,6,36,28,4,7,10,20,0.5770000000000001,0.569,0.345,0.172,13.6,81.8,47.7,66.7,4.2,12.7,9.7,100,113.6,120.0,0
2017-2018,UTAH JAZZ,2017-12-01,240,42,85,12,30,18,25,8,38,25,7,3,7,15,0.594,0.565,0.353,0.294,18.2,86.4,52.3,59.5,7.4,5.3,6.8,100,120.0,113.6,0
2017-2018,DETROIT PISTONS,2017-12-01,240,35,79,9,30,12,19,4,28,20,7,5,15,21,0.521,0.5,0.38,0.241,10.8,63.6,39.5,57.1,7.5,7.4,14.7,100,97.7,117.1,0
2017-2018,WASHINGTON WIZARDS,2017-12-01,240,43,89,7,21,16,19,16,33,28,12,6,11,20,0.56,0.522,0.236,0.213,36.4,89.2,60.5,65.1,12.9,12.2,10.2,100,117.1,97.7,0
2017-2018,PHOENIX SUNS,2017-12-02,240,48,101,7,24,8,11,16,31,24,8,1,10,19,0.524,0.51,0.238,0.109,37.2,88.6,60.3,50.0,8.5,2.0,8.6,100,118.2,123.5,0
2017-2018,BOSTON CELTICS,2017-12-02,240,42,80,14,31,18,23,4,27,32,8,6,9,16,0.644,0.613,0.388,0.28800000000000003,11.4,62.8,39.7,76.2,8.5,7.8,9.1,100,123.5,118.2,0
2017-2018,ATLANTA HAWKS,2017-12-02,240,47,99,10,27,10,14,13,34,18,12,5,8,19,0.542,0.525,0.273,0.141,27.7,73.9,50.5,38.3,12.4,12.5,7.1,100,118.0,105.6,0
2017-2018,BROOKLYN NETS,2017-12-02,240,34,82,17,42,17,21,12,34,26,1,8,19,18,0.5589999999999999,0.518,0.512,0.256,26.1,72.3,49.5,76.5,1.0,11.1,17.2,100,105.6,118.0,0
2017-2018,MEMPHIS GRIZZLIES,2017-12-02,240,43,84,13,23,12,14,6,30,31,6,4,12,19,0.616,0.589,0.274,0.16699999999999998,16.7,96.8,53.7,72.1,6.4,7.8,11.7,100,118.5,123.8,0
2017-2018,CLEVELAND CAVALIERS,2017-12-02,240,42,75,11,24,21,23,1,30,24,8,7,10,14,0.6809999999999999,0.633,0.32,0.307,3.2,83.3,46.3,57.1,8.5,11.5,10.5,100,123.8,118.5,0
2017-2018,LOS ANGELES CLIPPERS,2017-12-02,240,30,86,6,22,16,23,11,27,16,8,6,10,20,0.4270000000000001,0.384,0.256,0.267,22.0,64.3,41.3,53.3,8.9,13.6,9.4,100,91.1,120.0,0
2017-2018,DALLAS MAVERICKS,2017-12-02,240,36,79,16,35,20,26,15,39,24,4,7,15,20,0.597,0.557,0.443,0.329,35.7,78.0,58.7,66.7,4.4,10.9,14.2,100,120.0,91.1,0
2017-2018,LOS ANGELES LAKERS,2017-12-02,240,38,86,9,30,15,21,17,35,21,5,2,21,24,0.525,0.494,0.349,0.244,36.2,79.5,57.1,55.3,5.1,3.6,18.1,100,101.7,116.9,0
2017-2018,DENVER NUGGETS,2017-12-02,240,40,87,12,31,23,28,9,30,26,8,6,12,19,0.579,0.529,0.35600000000000004,0.322,20.5,63.8,42.9,65.0,8.1,10.7,10.8,100,116.9,101.7,0
2017-2018,SACRAMENTO KINGS,2017-12-02,240,37,77,11,24,19,21,6,27,20,7,1,15,28,0.603,0.552,0.312,0.273,18.2,75.0,47.8,54.1,7.6,2.0,14.8,100,113.0,118.4,0
2017-2018,MILWAUKEE BUCKS,2017-12-02,240,34,69,6,19,35,42,9,27,20,9,6,15,18,0.623,0.536,0.275,0.609,25.0,81.8,52.2,58.8,9.8,11.3,14.6,100,118.4,113.0,0
2017-2018,DETROIT PISTONS,2017-12-02,240,34,78,9,31,26,32,7,29,20,8,2,16,27,0.5589999999999999,0.494,0.397,0.41,18.9,63.0,43.4,58.8,8.3,3.4,14.8,100,106.4,111.6,0
2017-2018,PHILADELPHIA 76ERS,2017-12-02,240,35,86,10,28,28,32,17,30,27,7,4,17,24,0.54,0.465,0.326,0.3720000000000001,37.0,81.1,56.6,77.1,7.2,8.5,14.5,100,111.6,106.4,0
2017-2018,NEW ORLEANS PELICANS,2017-12-02,240,45,86,15,31,18,25,4,44,22,2,3,10,16,0.634,0.61,0.36,0.29100000000000004,10.3,83.0,52.2,48.9,2.0,4.3,9.3,100,120.4,113.5,0
2017-2018,PORTLAND TRAIL BLAZERS,2017-12-02,240,47,105,11,35,11,11,9,35,20,6,3,4,17,0.528,0.5,0.333,0.105,17.0,89.7,47.8,42.6,5.9,5.5,3.5,100,113.5,120.4,0
2017-2018,HOUSTON ROCKETS,2017-12-03,240,45,90,14,37,14,17,7,36,17,10,4,15,23,0.605,0.578,0.411,0.189,17.1,76.6,48.9,37.8,9.7,7.1,13.3,100,114.3,92.0,0
2017-2018,LOS ANGELES LAKERS,2017-12-03,240,32,84,9,28,22,30,11,34,16,9,6,20,22,0.489,0.435,0.333,0.35700000000000004,23.4,82.9,51.1,50.0,8.7,11.3,17.1,100,92.0,114.3,0
2017-2018,GOLDEN STATE WARRIORS,2017-12-03,240,47,84,11,30,18,24,7,34,32,4,4,9,14,0.65,0.625,0.35700000000000004,0.28600000000000003,23.3,87.2,59.4,68.1,4.3,9.1,8.7,100,132.6,102.4,0
2017-2018,MIAMI HEAT,2017-12-03,240,33,81,14,37,15,17,5,23,17,5,4,11,15,0.537,0.494,0.457,0.21,12.8,76.7,40.6,51.5,5.4,7.4,11.1,100,102.4,132.6,0
2017-2018,LOS ANGELES CLIPPERS,2017-12-03,240,37,73,15,34,17,22,8,29,21,3,7,16,26,0.6409999999999999,0.61,0.466,0.301,22.2,67.4,46.8,56.8,3.3,11.3,16.2,100,118.3,125.0,0
2017-2018,MINNESOTA TIMBERWOLVES,2017-12-03,240,38,88,8,26,28,31,14,28,22,9,1,7,16,0.551,0.477,0.295,0.35200000000000004,32.6,77.8,53.2,57.9,10.0,2.6,6.4,100,125.0,118.3,0
2017-2018,ORLANDO MAGIC,2017-12-03,240,37,82,6,28,25,29,8,34,19,8,3,10,11,0.5539999999999999,0.488,0.341,0.354,18.6,77.3,48.3,51.4,8.3,3.8,9.5,100,108.5,103.4,0
2017-2018,NEW YORK KNICKS,2017-12-03,240,43,93,5,15,9,10,10,35,18,4,4,14,24,0.513,0.489,0.161,0.108,22.7,81.4,51.7,41.9,4.1,7.4,12.6,100,103.4,108.5,0
2017-2018,SAN ANTONIO SPURS,2017-12-03,240,31,76,8,28,17,23,8,31,14,11,9,17,24,0.505,0.461,0.368,0.303,20.0,67.4,45.3,45.2,11.5,13.8,16.5,100,91.3,94.5,0
2017-2018,OKLAHOMA CITY THUNDER,2017-12-03,240,37,87,6,22,10,21,15,32,21,8,2,20,19,0.468,0.46,0.253,0.241,32.6,80.0,54.7,56.8,8.4,4.2,17.2,100,94.5,91.3,0
2017-2018,BROOKLYN NETS,2017-12-04,240,41,85,15,36,13,15,12,40,29,7,6,22,28,0.6,0.5710000000000001,0.424,0.17600000000000002,29.3,81.6,57.8,70.7,7.0,11.5,19.4,100,110.1,90.1,0
2017-2018,ATLANTA HAWKS,2017-12-04,240,30,82,9,30,21,27,9,29,18,9,2,18,19,0.479,0.421,0.366,0.329,18.4,70.7,42.2,60.0,9.0,4.1,16.1,100,90.1,110.1,0
2017-2018,MILWAUKEE BUCKS,2017-12-04,240,35,78,9,21,21,24,3,25,17,6,2,9,17,0.565,0.506,0.269,0.308,7.5,75.8,38.4,48.6,6.5,3.6,9.2,100,108.9,120.9,0
2017-2018,BOSTON CELTICS,2017-12-04,240,43,78,10,22,15,19,8,37,25,5,3,14,20,0.643,0.615,0.282,0.244,24.2,92.5,61.6,58.1,5.4,5.3,13.9,100,120.9,108.9,0
2017-2018,CLEVELAND CAVALIERS,2017-12-04,240,42,81,13,36,16,17,5,41,22,6,2,7,13,0.639,0.599,0.444,0.21,13.2,80.4,51.7,52.4,6.7,4.2,7.3,100,125.9,101.4,0
2017-2018,CHICAGO BULLS,2017-12-04,240,34,82,9,34,14,18,10,33,21,4,5,11,16,0.506,0.47,0.415,0.22,19.6,86.8,48.3,61.8,4.5,11.1,10.9,100,101.4,125.9,0
2017-2018,ORLANDO MAGIC,2017-12-04,240,36,82,10,32,12,14,5,35,24,5,5,20,30,0.5329999999999999,0.5,0.39,0.171,10.9,76.1,43.5,66.7,4.9,7.5,18.5,100,92.4,102.2,0
2017-2018,CHARLOTTE HORNETS,2017-12-04,240,34,84,3,17,33,40,11,41,17,13,5,14,18,0.512,0.423,0.202,0.476,23.9,89.1,56.5,50.0,12.8,10.0,12.1,100,102.2,92.4,0
2017-2018,DENVER NUGGETS,2017-12-04,240,38,91,14,36,15,23,15,34,25,5,5,7,19,0.519,0.495,0.396,0.253,28.8,87.2,53.8,65.8,5.4,8.3,6.5,100,113.2,131.5,0
2017-2018,DALLAS MAVERICKS,2017-12-04,240,49,86,12,26,12,17,5,37,26,4,6,7,18,0.653,0.64,0.302,0.198,12.8,71.2,46.2,53.1,4.3,10.9,7.0,100,131.5,113.2,0
2017-2018,NEW YORK KNICKS,2017-12-04,240,40,91,6,23,11,16,15,28,26,4,2,17,15,0.495,0.473,0.253,0.17600000000000002,28.8,80.0,49.4,65.0,4.0,3.3,14.8,100,97.9,116.1,0
2017-2018,INDIANA PACERS,2017-12-04,240,46,86,11,26,12,15,7,37,28,10,5,16,20,0.621,0.599,0.302,0.174,20.0,71.2,50.6,60.9,10.1,7.4,14.7,100,116.1,97.9,0
2017-2018,MINNESOTA TIMBERWOLVES,2017-12-04,240,35,79,4,17,18,19,7,27,17,9,2,9,16,0.527,0.468,0.215,0.241,16.7,81.8,45.3,48.6,10.1,3.9,9.3,100,103.4,106.8,0
2017-2018,MEMPHIS GRIZZLIES,2017-12-04,240,34,72,6,21,21,24,6,35,22,6,8,16,22,0.575,0.514,0.292,0.333,18.2,83.3,54.7,64.7,6.7,12.9,16.2,100,106.8,103.4,0
2017-2018,GOLDEN STATE WARRIORS,2017-12-04,240,45,87,16,33,19,27,5,35,36,14,5,16,17,0.632,0.609,0.379,0.31,12.2,76.1,46.0,80.0,13.1,9.6,13.9,100,116.5,107.2,0
2017-2018,NEW ORLEANS PELICANS,2017-12-04,240,45,91,16,39,9,15,11,36,33,11,4,21,26,0.589,0.5820000000000001,0.429,0.165,23.9,87.8,54.0,73.3,10.3,7.4,17.7,100,107.2,116.5,0
2017-2018,PHOENIX SUNS,2017-12-04,240,44,91,10,22,17,22,15,31,25,10,9,11,14,0.5710000000000001,0.5379999999999999,0.242,0.242,30.6,70.5,49.5,56.8,10.5,14.8,9.8,100,120.8,106.1,0
2017-2018,PHILADELPHIA 76ERS,2017-12-04,240,39,91,7,30,16,16,13,34,23,9,6,14,22,0.515,0.467,0.33,0.17600000000000002,29.5,69.4,50.5,59.0,9.5,8.7,12.5,100,106.1,120.8,0
2017-2018,DETROIT PISTONS,2017-12-04,240,35,85,8,27,15,24,7,35,15,8,2,10,22,0.487,0.459,0.318,0.282,14.6,77.8,45.2,42.9,8.5,3.9,9.5,100,98.7,101.9,0
2017-2018,SAN ANTONIO SPURS,2017-12-04,240,35,82,14,31,12,12,10,41,30,2,7,16,20,0.55,0.512,0.378,0.146,22.2,85.4,54.8,85.7,2.1,12.1,15.5,100,101.9,98.7,0
