season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,during_playoffs
2008-2009,PORTLAND TRAIL BLAZERS,2008-11-21,240,45,81,14,26,13,15,13,25,26,9,3,14,16,0.6679999999999999,0.642,0.321,0.185,40.6,71.4,56.7,57.8,10.5,4.5,13.8,100.0,135.9,111.5,0
2008-2009,SACRAMENTO KINGS,2008-11-21,240,40,80,4,14,12,15,10,19,24,9,3,13,16,0.5539999999999999,0.525,0.175,0.188,28.6,59.4,43.3,60.0,10.5,5.5,13.1,100.0,111.5,135.9,0
2008-2009,UTAH JAZZ,2008-11-21,240,36,73,2,13,20,26,7,29,20,8,6,15,21,0.557,0.507,0.17800000000000002,0.35600000000000004,22.6,70.7,50.0,55.6,8.9,10.7,15.1,100.0,104.9,132.8,0
2008-2009,SAN ANTONIO SPURS,2008-11-21,240,42,81,15,25,20,25,12,24,23,8,0,11,21,0.647,0.611,0.309,0.309,29.3,77.4,50.0,54.8,8.9,0.0,10.7,100.0,132.8,104.9,0
2008-2009,NEW JERSEY NETS,2008-11-21,265,53,103,7,25,16,21,12,33,25,8,4,7,32,0.575,0.5489999999999999,0.243,0.204,25.0,80.5,50.6,47.2,7.6,6.3,5.9,100.0,122.4,120.5,0
2008-2009,TORONTO RAPTORS,2008-11-21,265,42,87,11,23,32,38,8,36,31,3,2,13,22,0.612,0.546,0.264,0.4370000000000001,19.5,75.0,49.4,73.8,2.8,2.6,11.1,100.0,120.5,122.4,0
2008-2009,HOUSTON ROCKETS,2008-11-21,240,35,73,10,27,23,33,12,32,22,3,5,13,19,0.588,0.5479999999999999,0.37,0.452,32.4,76.2,55.7,62.9,3.4,7.5,12.9,100.0,117.8,104.1,0
2008-2009,WASHINGTON WIZARDS,2008-11-21,240,35,82,3,15,18,22,10,25,20,9,4,10,26,0.496,0.445,0.183,0.268,23.8,67.6,44.3,57.1,10.3,8.7,9.8,100.0,104.1,117.8,0
2008-2009,MILWAUKEE BUCKS,2008-11-22,240,25,68,5,15,24,31,14,36,13,7,4,21,23,0.484,0.40399999999999997,0.221,0.456,31.8,72.0,53.2,52.0,7.9,6.6,20.5,100.0,89.3,83.7,0
2008-2009,CHARLOTTE BOBCATS,2008-11-22,240,29,78,3,17,13,22,14,30,13,11,5,18,28,0.42200000000000004,0.391,0.218,0.282,28.0,68.2,46.8,44.8,12.4,9.4,17.0,100.0,83.7,89.3,0
2008-2009,ATLANTA HAWKS,2008-11-22,240,36,81,7,13,17,24,12,25,18,2,3,9,16,0.524,0.488,0.16,0.29600000000000004,28.6,69.4,47.4,50.0,2.3,5.0,8.9,100.0,112.3,128.7,0
2008-2009,CLEVELAND CAVALIERS,2008-11-22,240,41,81,7,21,21,23,11,30,20,3,4,8,18,0.604,0.5489999999999999,0.259,0.284,30.6,71.4,52.6,48.8,3.5,5.9,8.1,100.0,128.7,112.3,0
2008-2009,UTAH JAZZ,2008-11-22,240,41,75,7,13,14,20,9,22,29,15,3,16,22,0.615,0.593,0.17300000000000001,0.267,29.0,64.7,47.7,70.7,17.1,4.9,16.0,100.0,117.1,106.9,0
2008-2009,MEMPHIS GRIZZLIES,2008-11-22,240,35,75,4,14,20,24,12,22,16,9,4,18,23,0.5489999999999999,0.493,0.187,0.32,35.3,71.0,52.3,45.7,10.2,6.5,17.4,100.0,106.9,117.1,0
2008-2009,INDIANA PACERS,2008-11-22,240,37,80,9,23,17,23,11,30,24,4,1,21,25,0.555,0.519,0.28800000000000003,0.28800000000000003,26.2,85.7,53.2,64.9,4.1,1.4,18.9,100.0,103.3,112.6,0
2008-2009,MIAMI HEAT,2008-11-22,240,41,79,5,10,22,28,5,31,19,12,4,11,22,0.597,0.551,0.127,0.354,14.3,73.8,46.8,46.3,12.4,7.0,10.8,100.0,112.6,103.3,0
2008-2009,LOS ANGELES CLIPPERS,2008-11-22,240,36,77,5,21,18,22,5,26,23,6,3,11,24,0.5479999999999999,0.5,0.273,0.28600000000000003,13.2,68.4,40.8,63.9,6.6,5.4,11.3,100.0,104.9,123.7,0
2008-2009,NEW JERSEY NETS,2008-11-22,240,38,75,11,19,25,39,12,33,21,7,2,12,19,0.608,0.58,0.253,0.52,31.6,86.8,59.2,55.3,7.7,3.6,11.5,100.0,123.7,104.9,0
2008-2009,OKLAHOMA CITY THUNDER,2008-11-22,240,38,72,5,12,16,23,7,22,21,7,1,12,19,0.591,0.563,0.16699999999999998,0.319,20.6,73.3,45.3,55.3,8.2,1.8,12.7,100.0,113.0,127.0,0
2008-2009,NEW ORLEANS HORNETS,2008-11-22,240,40,74,6,17,23,24,8,27,24,9,4,12,18,0.645,0.581,0.23,0.324,26.7,79.4,54.7,60.0,10.5,6.7,12.4,100.0,127.0,113.0,0
2008-2009,WASHINGTON WIZARDS,2008-11-22,240,44,95,6,20,23,26,16,32,19,9,4,10,19,0.55,0.495,0.21100000000000002,0.27399999999999997,34.0,72.7,52.7,43.2,9.1,7.4,8.6,100.0,118.4,123.4,0
2008-2009,NEW YORK KNICKS,2008-11-22,240,43,90,16,36,20,24,12,31,25,4,2,15,19,0.607,0.5670000000000001,0.4,0.267,27.3,66.0,47.3,58.1,4.0,2.7,13.0,100.0,123.4,118.4,0
2008-2009,HOUSTON ROCKETS,2008-11-22,240,40,83,7,18,13,18,8,34,23,7,4,12,24,0.55,0.524,0.217,0.217,21.1,81.0,52.5,57.5,7.5,7.4,11.7,100.0,107.5,102.1,0
2008-2009,ORLANDO MAGIC,2008-11-22,240,33,81,7,27,22,26,8,30,19,3,5,12,16,0.514,0.451,0.33299999999999996,0.321,19.0,78.9,47.5,57.6,3.2,7.7,11.5,100.0,102.1,107.5,0
2008-2009,PORTLAND TRAIL BLAZERS,2008-11-22,240,35,90,11,34,11,18,17,19,17,9,5,9,18,0.47,0.45,0.37799999999999995,0.2,34.0,63.3,45.0,48.6,10.4,8.8,8.4,100.0,105.8,117.3,0
2008-2009,PHOENIX SUNS,2008-11-22,240,40,75,8,18,14,21,11,33,24,3,4,18,14,0.605,0.5870000000000001,0.24,0.28,36.7,66.0,55.0,60.0,3.5,7.1,17.6,100.0,117.3,105.8,0
2008-2009,CHICAGO BULLS,2008-11-23,240,37,89,8,25,19,22,14,25,18,5,5,16,30,0.512,0.461,0.281,0.247,29.8,75.8,48.8,48.6,5.2,8.5,14.0,100.0,105.1,118.6,0
2008-2009,DENVER NUGGETS,2008-11-23,240,40,74,4,15,30,42,8,33,31,10,8,13,21,0.616,0.568,0.203,0.568,24.2,70.2,51.3,77.5,10.4,12.5,12.3,100.0,118.6,105.1,0
2008-2009,MINNESOTA TIMBERWOLVES,2008-11-23,240,44,83,7,11,11,14,7,38,32,4,5,13,17,0.594,0.5720000000000001,0.133,0.16899999999999998,20.0,82.6,55.6,72.7,4.3,7.5,12.7,100.0,114.9,86.7,0
2008-2009,DETROIT PISTONS,2008-11-23,240,30,81,5,14,15,22,8,28,22,4,5,11,17,0.441,0.401,0.17300000000000001,0.272,17.4,80.0,44.4,73.3,4.3,6.9,10.8,100.0,86.7,114.9,0
2008-2009,SACRAMENTO KINGS,2008-11-23,240,47,88,4,20,10,13,7,29,29,11,5,16,23,0.5760000000000001,0.557,0.22699999999999998,0.14800000000000002,17.9,67.4,43.9,61.7,10.9,6.8,14.6,100.0,107.0,116.9,0
2008-2009,LOS ANGELES LAKERS,2008-11-23,240,45,87,8,14,20,28,14,32,28,11,3,17,16,0.594,0.563,0.161,0.322,32.6,82.1,56.1,62.2,10.9,4.4,14.6,100.0,116.9,107.0,0
2008-2009,GOLDEN STATE WARRIORS,2008-11-23,240,34,78,6,18,7,13,11,27,20,10,13,18,15,0.484,0.474,0.231,0.16699999999999998,25.6,55.1,41.3,58.8,11.4,16.7,17.7,100.0,92.0,101.1,0
2008-2009,PHILADELPHIA 76ERS,2008-11-23,240,37,93,6,15,9,12,22,32,22,6,5,16,17,0.45299999999999996,0.43,0.161,0.129,44.9,74.4,58.7,59.5,6.8,8.3,14.0,100.0,101.1,92.0,0
2008-2009,BOSTON CELTICS,2008-11-23,240,45,73,10,17,18,30,9,29,21,8,4,18,28,0.684,0.685,0.233,0.41100000000000003,28.1,78.4,55.1,46.7,8.6,7.3,17.3,100.0,127.3,111.1,0
2008-2009,TORONTO RAPTORS,2008-11-23,240,31,70,7,15,34,37,8,23,19,9,3,15,25,0.597,0.493,0.214,0.529,21.6,71.9,44.9,61.3,9.7,5.4,14.8,100.0,111.1,127.3,0
2008-2009,PHILADELPHIA 76ERS,2008-11-24,240,32,81,3,16,17,23,11,24,12,12,6,12,21,0.461,0.414,0.198,0.284,23.9,85.7,47.3,37.5,13.6,12.5,11.6,100.0,95.1,105.3,0
2008-2009,CHARLOTTE BOBCATS,2008-11-24,240,34,62,8,14,17,23,4,35,21,7,6,20,20,0.645,0.613,0.226,0.371,14.3,76.1,52.7,61.8,7.9,9.2,21.7,100.0,105.3,95.1,0
2008-2009,NEW ORLEANS HORNETS,2008-11-24,240,40,81,5,14,14,16,10,38,22,3,3,15,17,0.562,0.525,0.17300000000000001,0.198,29.4,74.5,56.5,55.0,3.3,4.5,14.6,100.0,110.1,96.8,0
2008-2009,LOS ANGELES CLIPPERS,2008-11-24,240,33,86,6,19,15,22,13,24,20,8,8,10,18,0.455,0.419,0.221,0.256,25.5,70.6,43.5,60.6,8.9,11.9,9.5,100.0,96.8,110.1,0
2008-2009,SAN ANTONIO SPURS,2008-11-24,240,34,72,10,24,16,21,5,35,20,4,5,12,24,0.579,0.542,0.33299999999999996,0.292,14.3,79.5,50.6,58.8,4.6,7.8,12.9,100.0,108.1,93.2,0
2008-2009,MEMPHIS GRIZZLIES,2008-11-24,240,30,77,3,13,18,24,9,30,10,7,2,11,18,0.46299999999999997,0.409,0.16899999999999998,0.312,20.5,85.7,49.4,33.3,8.1,4.2,11.2,100.0,93.2,108.1,0
2008-2009,HOUSTON ROCKETS,2008-11-24,240,36,79,10,19,25,28,12,39,21,5,0,18,19,0.586,0.519,0.24100000000000002,0.354,30.0,84.8,59.3,58.3,5.3,0.0,16.5,100.0,113.0,103.5,0
2008-2009,MIAMI HEAT,2008-11-24,240,36,84,9,24,17,27,7,28,19,13,6,8,22,0.511,0.48200000000000004,0.28600000000000003,0.321,15.2,70.0,40.7,52.8,13.7,10.0,7.7,100.0,103.5,113.0,0
2008-2009,MILWAUKEE BUCKS,2008-11-24,240,40,87,4,13,17,21,10,30,20,8,1,14,39,0.525,0.483,0.149,0.24100000000000002,23.3,81.1,50.0,50.0,8.2,2.3,12.7,100.0,103.4,110.5,0
2008-2009,ORLANDO MAGIC,2008-11-24,240,31,65,8,22,38,54,7,33,18,3,7,18,20,0.608,0.5379999999999999,0.33799999999999997,0.831,18.9,76.7,50.0,58.1,3.1,9.5,16.9,100.0,110.5,103.4,0
2008-2009,SACRAMENTO KINGS,2008-11-24,240,33,71,9,17,15,20,6,26,22,10,1,22,22,0.564,0.528,0.239,0.282,16.7,59.1,40.0,66.7,10.8,1.4,21.6,100.0,96.8,97.9,0
2008-2009,PORTLAND TRAIL BLAZERS,2008-11-24,240,34,84,6,15,17,24,18,30,20,13,4,20,19,0.48100000000000004,0.44,0.179,0.28600000000000003,40.9,83.3,60.0,58.8,14.0,7.4,17.5,100.0,97.9,96.8,0
2008-2009,CHICAGO BULLS,2008-11-24,240,41,80,5,11,14,15,11,26,18,9,2,19,14,0.583,0.544,0.138,0.188,31.4,65.0,49.3,43.9,9.9,2.8,18.0,100.0,111.3,110.2,0
2008-2009,UTAH JAZZ,2008-11-24,240,43,84,3,13,11,15,14,24,30,12,2,15,17,0.552,0.53,0.155,0.179,35.0,68.6,50.7,69.8,13.2,2.9,14.2,100.0,110.2,111.3,0
2008-2009,INDIANA PACERS,2008-11-25,240,43,92,6,20,14,17,15,33,22,5,5,13,23,0.5329999999999999,0.5,0.217,0.185,31.9,75.0,52.7,51.2,5.3,7.6,11.6,100.0,111.9,115.0,0
2008-2009,DALLAS MAVERICKS,2008-11-25,240,41,85,5,19,22,28,11,32,23,9,7,10,19,0.56,0.512,0.22399999999999998,0.32899999999999996,25.0,68.1,47.3,56.1,9.5,9.7,9.3,100.0,115.0,111.9,0
2008-2009,NEW JERSEY NETS,2008-11-25,240,30,87,5,24,28,33,14,31,22,5,7,12,27,0.45799999999999996,0.374,0.276,0.379,26.4,72.1,46.9,73.3,5.2,10.6,10.6,100.0,95.9,123.7,0
2008-2009,LOS ANGELES LAKERS,2008-11-25,240,44,87,8,21,24,37,12,39,24,10,4,9,23,0.581,0.552,0.24100000000000002,0.425,27.9,73.6,53.1,54.5,10.3,6.3,8.0,100.0,123.7,95.9,0
2008-2009,CLEVELAND CAVALIERS,2008-11-25,240,48,91,10,33,13,20,12,36,22,9,8,8,15,0.596,0.5820000000000001,0.363,0.22,28.6,73.5,52.7,45.8,9.4,16.0,7.4,100.0,124.4,105.6,0
2008-2009,NEW YORK KNICKS,2008-11-25,240,36,87,13,37,16,20,13,30,21,4,1,17,16,0.527,0.489,0.425,0.23,26.5,71.4,47.3,58.3,4.2,1.7,15.1,100.0,105.6,124.4,0
2008-2009,PHOENIX SUNS,2008-11-25,240,39,73,9,21,12,16,6,28,21,6,6,17,22,0.618,0.596,0.28800000000000003,0.21899999999999997,19.4,65.1,45.9,53.8,6.7,7.9,17.5,100.0,110.4,109.3,0
2008-2009,OKLAHOMA CITY THUNDER,2008-11-25,240,36,86,5,10,21,24,15,25,28,13,3,13,14,0.507,0.44799999999999995,0.11599999999999999,0.27899999999999997,34.9,80.6,54.1,77.8,14.5,5.8,11.9,100.0,109.3,110.4,0
2008-2009,GOLDEN STATE WARRIORS,2008-11-25,240,39,85,6,20,16,23,13,27,26,7,10,20,14,0.526,0.494,0.235,0.271,29.5,54.0,42.6,66.7,7.1,11.1,17.4,100.0,101.1,125.3,0
2008-2009,WASHINGTON WIZARDS,2008-11-25,240,53,105,6,15,12,17,23,31,27,12,9,12,19,0.551,0.5329999999999999,0.14300000000000002,0.162,46.0,70.5,57.4,50.9,12.1,13.8,9.6,100.0,125.3,101.1,0
2008-2009,MILWAUKEE BUCKS,2008-11-26,240,39,80,2,12,16,22,9,26,22,7,3,14,25,0.535,0.5,0.15,0.275,24.3,86.7,52.2,56.4,7.7,6.5,13.5,100.0,105.3,111.9,0
2008-2009,ATLANTA HAWKS,2008-11-26,240,35,70,10,24,22,28,4,28,21,8,5,14,24,0.62,0.5710000000000001,0.34299999999999997,0.4,13.3,75.7,47.8,60.0,8.8,7.4,14.5,100.0,111.9,105.3,0
2008-2009,GOLDEN STATE WARRIORS,2008-11-26,240,39,79,7,19,26,33,7,27,21,6,8,11,24,0.593,0.5379999999999999,0.24100000000000002,0.418,17.1,67.5,42.0,53.8,6.2,11.0,10.5,100.0,115.4,123.8,0
2008-2009,BOSTON CELTICS,2008-11-26,240,41,87,5,14,32,36,13,34,21,4,7,11,24,0.579,0.5,0.161,0.414,32.5,82.9,58.0,51.2,4.2,11.7,9.7,100.0,123.8,115.4,0
2008-2009,OKLAHOMA CITY THUNDER,2008-11-26,240,29,82,2,9,22,31,9,19,17,11,6,10,22,0.429,0.366,0.11,0.37799999999999995,19.1,70.4,37.8,58.6,11.9,9.8,9.5,100.0,88.6,126.4,0
2008-2009,CLEVELAND CAVALIERS,2008-11-26,240,45,74,5,13,22,32,8,38,27,3,10,14,19,0.664,0.642,0.17600000000000002,0.4320000000000001,29.6,80.9,62.2,60.0,3.2,13.7,13.7,100.0,126.4,88.6,0
2008-2009,NEW YORK KNICKS,2008-11-26,240,33,85,10,31,20,22,12,31,19,8,5,14,17,0.507,0.447,0.365,0.259,26.1,70.5,47.8,57.6,8.5,6.5,12.9,100.0,101.8,116.7,0
2008-2009,DETROIT PISTONS,2008-11-26,240,47,91,5,14,11,18,13,34,28,5,7,11,20,0.556,0.544,0.154,0.198,29.5,73.9,52.2,59.6,5.3,13.0,10.0,100.0,116.7,101.8,0
2008-2009,INDIANA PACERS,2008-11-26,240,35,84,7,19,14,16,8,36,20,5,10,11,26,0.5,0.45799999999999996,0.226,0.19,17.0,66.7,43.6,57.1,5.5,13.7,10.8,100.0,100.6,99.5,0
2008-2009,HOUSTON ROCKETS,2008-11-26,240,31,89,4,16,24,28,18,39,19,2,3,9,20,0.444,0.371,0.18,0.315,33.3,83.0,56.4,61.3,2.2,4.6,8.2,100.0,99.5,100.6,0
2008-2009,DENVER NUGGETS,2008-11-26,240,33,73,4,16,36,43,12,28,24,8,4,19,25,0.5770000000000001,0.479,0.21899999999999997,0.589,32.4,73.7,53.3,72.7,8.3,6.5,17.1,100.0,109.8,108.8,0
2008-2009,LOS ANGELES CLIPPERS,2008-11-26,240,39,81,6,19,21,29,10,25,22,12,8,17,32,0.56,0.519,0.235,0.358,26.3,67.6,46.7,56.4,12.4,14.0,15.3,100.0,108.8,109.8,0
2008-2009,PHOENIX SUNS,2008-11-26,240,37,69,4,14,32,40,3,33,17,11,7,13,20,0.635,0.565,0.203,0.58,9.7,61.1,42.4,45.9,11.4,9.6,13.1,100.0,114.1,105.8,0
2008-2009,MINNESOTA TIMBERWOLVES,2008-11-26,240,39,92,7,19,17,28,21,28,24,8,1,17,26,0.489,0.462,0.207,0.304,38.9,90.3,57.6,61.5,8.3,1.8,14.0,100.0,105.8,114.1,0
2008-2009,ORLANDO MAGIC,2008-11-26,240,32,68,9,26,23,30,9,30,18,4,3,17,19,0.591,0.537,0.382,0.441,26.5,68.2,50.0,56.3,4.5,4.4,17.3,100.0,109.0,106.8,0
2008-2009,PHILADELPHIA 76ERS,2008-11-26,240,36,81,3,13,19,24,14,25,25,7,3,14,25,0.513,0.46299999999999997,0.16,0.29600000000000004,31.8,73.5,50.0,69.4,8.0,7.1,13.3,100.0,106.8,109.0,0
2008-2009,MIAMI HEAT,2008-11-26,240,29,84,2,19,8,10,10,18,14,9,4,9,19,0.385,0.35700000000000004,0.226,0.11900000000000001,21.7,48.6,33.7,48.3,10.9,7.5,9.2,100.0,82.3,128.3,0
2008-2009,PORTLAND TRAIL BLAZERS,2008-11-26,240,39,79,11,26,17,20,19,36,31,5,9,16,16,0.604,0.563,0.32899999999999996,0.253,51.4,78.3,66.3,79.5,6.1,13.8,15.4,100.0,128.3,82.3,0
2008-2009,NEW JERSEY NETS,2008-11-26,265,42,93,9,21,23,31,10,30,19,5,8,8,32,0.544,0.5,0.226,0.33299999999999996,21.7,69.8,44.9,45.2,5.0,11.9,7.0,100.0,115.2,113.3,0
2008-2009,SACRAMENTO KINGS,2008-11-26,265,39,91,9,24,27,39,13,36,22,4,7,10,27,0.527,0.478,0.264,0.429,30.2,78.3,55.1,56.4,4.0,9.7,8.5,100.0,113.3,115.2,0
2008-2009,CHICAGO BULLS,2008-11-26,240,37,81,5,14,9,12,5,33,19,6,1,13,31,0.51,0.488,0.17300000000000001,0.14800000000000002,11.6,78.6,44.7,51.4,6.5,1.7,13.1,100.0,95.0,105.8,0
2008-2009,SAN ANTONIO SPURS,2008-11-26,240,34,76,6,18,24,34,9,38,17,5,4,12,17,0.539,0.48700000000000004,0.237,0.447,21.4,88.4,55.3,50.0,5.4,6.0,11.7,100.0,105.8,95.0,0
2008-2009,CHARLOTTE BOBCATS,2008-11-26,240,34,79,3,16,15,21,15,24,21,8,1,14,19,0.48700000000000004,0.449,0.203,0.266,33.3,77.4,51.3,61.8,9.6,1.8,13.7,100.0,102.7,111.1,0
2008-2009,TORONTO RAPTORS,2008-11-26,240,36,72,6,16,15,17,7,30,22,7,7,12,17,0.585,0.542,0.222,0.23600000000000002,22.6,66.7,48.7,61.1,8.4,11.1,13.1,100.0,111.1,102.7,0
2008-2009,MEMPHIS GRIZZLIES,2008-11-26,240,41,77,3,12,15,28,10,20,15,11,3,15,26,0.56,0.552,0.156,0.364,25.6,57.1,40.5,36.6,12.0,4.4,14.4,100.0,109.2,127.8,0
2008-2009,UTAH JAZZ,2008-11-26,240,44,82,5,14,24,28,15,29,31,9,3,14,23,0.62,0.5670000000000001,0.171,0.341,42.9,74.4,59.5,70.5,9.8,4.6,12.9,100.0,127.8,109.2,0
2008-2009,NEW ORLEANS HORNETS,2008-11-27,240,33,73,12,23,27,29,11,24,20,10,2,15,21,0.612,0.534,0.315,0.397,29.7,72.7,50.0,60.6,11.4,3.4,14.9,100.0,119.4,114.9,0
2008-2009,DENVER NUGGETS,2008-11-27,240,38,75,7,17,18,22,9,26,24,9,6,16,24,0.596,0.5529999999999999,0.22699999999999998,0.293,27.3,70.3,50.0,63.2,10.2,12.0,15.9,100.0,114.9,119.4,0
2008-2009,ORLANDO MAGIC,2008-11-27,240,38,81,6,19,23,30,13,36,26,8,5,11,17,0.557,0.506,0.235,0.37,27.1,76.6,51.6,68.4,8.7,7.6,10.5,100.0,113.9,97.7,0
2008-2009,WASHINGTON WIZARDS,2008-11-27,240,35,83,3,17,17,22,11,35,22,7,3,13,27,0.486,0.44,0.205,0.265,23.4,72.9,48.4,62.9,7.6,4.8,12.3,100.0,97.7,113.9,0
2008-2009,PHILADELPHIA 76ERS,2008-11-28,240,32,77,2,9,12,21,14,30,15,6,3,15,20,0.452,0.429,0.11699999999999999,0.273,29.8,83.3,53.0,46.9,6.9,4.8,14.8,100.0,89.5,117.1,0
2008-2009,BOSTON CELTICS,2008-11-28,240,39,76,6,14,18,22,6,33,30,9,6,10,14,0.595,0.5529999999999999,0.184,0.289,16.7,70.2,47.0,76.9,10.3,8.8,10.5,100.0,117.1,89.5,0
2008-2009,GOLDEN STATE WARRIORS,2008-11-28,240,33,83,4,16,27,33,11,31,13,10,9,14,19,0.4970000000000001,0.42200000000000004,0.193,0.39799999999999996,23.4,66.0,44.7,39.4,10.3,13.4,12.6,100.0,100.0,115.4,0
2008-2009,CLEVELAND CAVALIERS,2008-11-28,240,43,92,9,25,17,23,16,36,22,9,5,13,22,0.5479999999999999,0.516,0.272,0.25,34.0,76.6,55.3,51.2,9.3,7.5,11.3,100.0,115.4,100.0,0
2008-2009,MILWAUKEE BUCKS,2008-11-28,240,34,84,4,15,25,32,16,31,17,3,5,14,25,0.494,0.429,0.179,0.381,33.3,77.5,53.4,50.0,3.2,8.5,12.5,100.0,103.1,113.7,0
2008-2009,DETROIT PISTONS,2008-11-28,240,36,75,8,16,27,39,9,32,22,7,10,14,20,0.581,0.5329999999999999,0.213,0.52,22.5,66.7,46.6,61.1,7.4,14.5,13.2,100.0,113.7,103.1,0
2008-2009,CHARLOTTE BOBCATS,2008-11-28,265,37,91,9,21,32,41,11,39,17,10,5,12,24,0.527,0.456,0.231,0.451,20.8,75.0,47.6,45.9,9.3,7.4,9.9,100.0,106.9,100.4,0
2008-2009,INDIANA PACERS,2008-11-28,265,40,96,11,28,17,22,13,42,24,2,5,18,30,0.511,0.474,0.292,0.22899999999999998,25.0,79.2,52.4,60.0,1.9,7.1,14.6,100.0,100.4,106.9,0
2008-2009,DALLAS MAVERICKS,2008-11-28,240,43,84,13,29,8,9,8,28,32,9,4,14,16,0.608,0.589,0.345,0.107,22.2,62.2,44.4,74.4,9.8,5.3,13.7,100.0,116.3,123.9,0
2008-2009,LOS ANGELES LAKERS,2008-11-28,240,47,96,6,20,14,15,17,28,23,8,9,10,8,0.556,0.521,0.20800000000000002,0.156,37.8,77.8,55.6,48.9,8.7,16.4,8.9,100.0,123.9,116.3,0
2008-2009,MINNESOTA TIMBERWOLVES,2008-11-28,240,37,79,8,14,23,30,13,30,22,1,4,15,25,0.569,0.519,0.177,0.38,33.3,81.1,56.6,59.5,1.1,6.5,14.0,100.0,115.4,113.2,0
2008-2009,OKLAHOMA CITY THUNDER,2008-11-28,240,39,78,7,16,18,27,7,26,23,6,2,10,26,0.573,0.545,0.205,0.34600000000000003,18.9,66.7,43.4,59.0,6.6,3.1,10.0,100.0,113.2,115.4,0
2008-2009,MIAMI HEAT,2008-11-28,240,41,83,7,17,18,22,9,29,22,12,4,8,17,0.5770000000000001,0.536,0.205,0.265,22.5,70.7,46.9,53.7,13.3,6.9,7.9,100.0,118.7,102.1,0
2008-2009,PHOENIX SUNS,2008-11-28,240,39,80,8,22,6,11,12,31,20,7,6,19,19,0.542,0.5379999999999999,0.275,0.138,29.3,77.5,53.1,51.3,7.8,9.1,18.3,100.0,102.1,118.7,0
2008-2009,NEW ORLEANS HORNETS,2008-11-28,240,35,79,8,16,8,10,8,24,15,6,2,10,25,0.516,0.494,0.203,0.127,21.6,72.7,45.7,42.9,7.3,4.3,10.7,100.0,104.6,122.8,0
2008-2009,PORTLAND TRAIL BLAZERS,2008-11-28,240,37,69,8,23,19,25,9,29,25,5,7,12,18,0.631,0.594,0.33299999999999996,0.36200000000000004,27.3,78.4,54.3,67.6,6.1,11.1,13.0,100.0,122.8,104.6,0
2008-2009,MEMPHIS GRIZZLIES,2008-11-28,240,42,77,4,11,10,12,7,24,14,6,3,13,22,0.596,0.5710000000000001,0.14300000000000002,0.156,20.0,72.7,45.6,33.3,6.9,5.0,13.6,100.0,112.6,125.2,0
2008-2009,SAN ANTONIO SPURS,2008-11-28,240,43,76,9,16,14,21,9,28,31,5,1,12,15,0.639,0.625,0.21100000000000002,0.276,27.3,80.0,54.4,72.1,5.7,1.5,12.3,100.0,125.2,112.6,0
2008-2009,ATLANTA HAWKS,2008-11-28,240,35,83,8,26,10,11,13,31,23,4,6,15,16,0.501,0.47,0.313,0.133,29.5,75.6,51.8,65.7,4.6,8.3,14.6,100.0,100.6,106.3,0
2008-2009,TORONTO RAPTORS,2008-11-28,240,40,87,4,15,9,10,10,31,26,4,7,9,17,0.509,0.483,0.172,0.115,24.4,70.5,48.2,65.0,4.6,12.3,9.0,100.0,106.3,100.6,0
2008-2009,SACRAMENTO KINGS,2008-11-28,240,40,82,5,16,9,12,7,30,26,4,6,18,28,0.5379999999999999,0.518,0.195,0.146,17.5,71.4,45.1,65.0,4.2,9.1,17.1,100.0,98.1,125.3,0
2008-2009,UTAH JAZZ,2008-11-28,240,44,83,10,17,22,34,12,33,30,11,3,10,18,0.612,0.59,0.205,0.41,28.6,82.5,54.9,68.2,11.5,4.5,9.3,100.0,125.3,98.1,0
2008-2009,BOSTON CELTICS,2008-11-29,240,32,73,2,14,23,29,10,23,17,13,7,13,20,0.519,0.452,0.192,0.397,26.3,74.2,47.8,53.1,15.0,13.0,13.2,100.0,102.8,97.0,0
2008-2009,CHARLOTTE BOBCATS,2008-11-29,240,32,67,5,13,15,22,8,28,18,5,4,21,23,0.5479999999999999,0.515,0.19399999999999998,0.32799999999999996,25.8,73.7,52.2,56.3,5.8,6.8,21.5,100.0,97.0,102.8,0
2008-2009,SAN ANTONIO SPURS,2008-11-29,240,29,77,5,17,21,27,8,31,18,4,3,14,21,0.473,0.409,0.221,0.35100000000000003,20.5,91.2,53.4,62.1,4.3,4.9,13.6,100.0,90.9,111.4,0
2008-2009,HOUSTON ROCKETS,2008-11-29,240,39,81,6,20,19,24,3,31,22,12,4,7,25,0.562,0.519,0.247,0.29600000000000004,8.8,79.5,46.6,56.4,13.0,6.7,7.1,100.0,111.4,90.9,0
2008-2009,MIAMI HEAT,2008-11-29,240,39,86,10,27,8,11,9,28,26,5,7,14,23,0.528,0.512,0.314,0.128,22.5,66.7,45.1,66.7,5.4,10.1,13.4,100.0,103.6,104.7,0
